Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),H2X(50),CH2O2X(51),CH3OX(46),CH3X(52),CH4(41),CH4X(238),CH3O2X(49),CH4O2(171),SX(188),SX(53),C2H4O(231),CH2OX(169),CHOX(168),SX(54),SX(55),SX(318),SX(259),SX(262),SX(450),C2HOX(465),C2H6O(236),SX(357),SX(497),OCCO(227),SX(387),SX(190),SX(577),SX(213),SX(496),S(309),SX(390),C2H4O3(79),SX(386),SX(747),SX(616),S(233),SX(1122),SX(1168),SX(1172),SX(217),SX(993)
1.1869360078390721e-21,0.0028733546784512542,0.0915567593028733,0.0,0.008456282818676913,0.45154262835609577,2.266647731691784e-54,0.4569006123410269,3.5068938513361537e-70,2.5235818314752806e-82,5.885149679204482e-44,1.618601918642372e-109,2.1818084810352914e-131,2.000893695979703e-15,5.302129513648574e-42,2.598007182316777e-50,3.106021765930797e-62,5.302129539626035e-42,1.0258261587413581e-22,3.4449803873624224e-55,7.328253259276569e-42,4.644907890046809e-36,2.0109267041282403e-67,2.4186077264426952e-90,2.282406645271196e-79,2.8283535907018284e-102,3.1263963999681402e-15,5.688041266277129e-59,2.9130520879693447e-94,1.0028794974751908e-103,1.204609230304291e-124,1.6728406465439835e-110,2.507688564610839e-79,4.641962316555089e-100,5.424754307561754e-140,9.063742477610015e-113,1.9383293773567638e-159,6.373107152061924e-85,9.473049219529848e-85,1.71726247639107e-123,1.6647789431884178e-138,1.1930659855269843e-145,8.97560784891061e-97,8.582303772642533e-155,1.1137391375720157e-162,7.224829286992289e-171,8.8935762358271e-170,1.146773596382385e-161,1.0832053864105635e-174,5.498228187478172e-131,2.205914504604891e-146,6.091636195864437e-129,1.809333966453928e-147,6.5739701228992255e-158,5.312944182482734e-149,7.852786338597616e-198,9.734926074276375e-202,1.2050184775610709e-137,1.26238600137069e-126,1.3038772054923363e-213,5.215180010162824e-140,8.8574482002102e-140,6.364836417276923e-126,9.080974799331328e-153,9.047196027217831e-179,4.325906179408945e-155,3.0927241539479895e-143
2.3749032372314365e-21,0.0028733546784512542,0.0915567593028733,0.0,0.008456282818671782,0.45154262835609166,1.814696412509917e-53,0.4569006123410269,1.123591474043622e-68,8.085305325773714e-81,1.177541243372552e-43,4.152163889759842e-107,2.7966471377061856e-129,4.003525787869244e-15,2.1222335802871067e-41,2.0799854454528114e-49,4.975418320407498e-61,2.122233601084871e-41,2.0525435652304766e-22,2.7580805760995073e-54,2.93321081723325e-41,1.8591736539430683e-35,3.2212267873229907e-66,1.5504231150624204e-88,1.8277763175105468e-78,9.064279262760807e-101,6.255509043545108e-15,2.277153137577115e-58,1.8673816766085068e-92,1.2857873041120667e-101,6.18039542357218e-122,4.2913258408476236e-108,2.0081853698358723e-78,1.487651517564841e-98,2.7849436703766455e-137,2.9031881874313375e-111,3.980393946160755e-156,2.0419132115800698e-83,1.5174517924791117e-83,4.405090534145955e-121,2.1339174619582296e-136,1.2249891579435554e-142,2.876493731564249e-95,8.812036693313745e-152,2.287106860374855e-159,2.9672958190152788e-167,9.125258760834434e-167,5.880696716276011e-159,1.1114234652576398e-171,7.048706086884621e-129,5.655981428996759e-144,3.906655879697126e-127,3.594903478851467e-145,1.6879364561513643e-155,1.3622428959373227e-146,1.6124564453220214e-194,2.0001010530095793e-198,6.18628737431229e-135,3.239127995108036e-124,5.354653554595228e-210,5.354429531715869e-137,9.094442803420648e-137,3.267560121256887e-123,1.8655959122459598e-149,3.718488144476475e-175,8.883372666006656e-152,1.5871174604667178e-140
4.750837696016165e-21,0.0028733546784512542,0.0915567593028733,0.0,0.00845628281866152,0.4515426283560834,1.4523086665769872e-52,0.4569006123410269,3.597711066354503e-67,2.5888747474674302e-79,2.355593794290101e-43,1.0640500850741936e-104,3.582227619326148e-127,8.008789971638532e-15,8.491698658385564e-41,1.6646205064176284e-48,7.965299274730789e-60,8.491698824830885e-41,4.1059783782059257e-22,2.2073052729645805e-53,1.1736661677063198e-40,7.439116301546385e-35,5.156959345646307e-65,9.930758293058489e-87,1.4629616819341275e-77,2.902739233925983e-99,1.2513734330682855e-14,9.11885084837364e-58,1.1960941279786453e-90,1.6471536045040602e-99,3.1676416409731996e-119,1.0997138538094098e-105,1.6073633349150112e-77,4.764045798707745e-97,1.427806146820159e-134,9.29467094927386e-110,8.16281432532936e-153,6.53816113424619e-82,2.429335057244727e-82,1.1288433211378005e-118,2.7333365738439797e-134,1.256075539950037e-139,9.211663746123125e-94,9.035861615703306e-149,4.690401318990667e-156,1.2170671157426583e-163,9.35361226526906e-164,3.0133023048931973e-156,1.1392360666141069e-168,9.029372209169142e-127,1.44906362737383e-141,2.502825263574491e-125,7.872486747806523e-143,4.327527815065975e-153,3.490069154104233e-144,3.3066237068663103e-191,4.102764608508852e-195,3.1716335777768916e-132,8.301685193536764e-122,2.196131769384989e-206,5.490269432288925e-134,9.325228684259266e-134,1.6752376176930785e-120,3.82669643455413e-146,1.5250278949198757e-171,1.820616097415202e-148,8.135386505509747e-138
9.502706613585621e-21,0.0028733546784512542,0.0915567593028733,0.0,0.008456282818640993,0.45154262835606684,1.1620676109824218e-51,0.4569006123410269,1.151622608165884e-65,8.286929486132904e-78,4.711698896339008e-43,2.7253715581509204e-102,4.586869622349845e-125,1.6019318339137924e-14,3.397232409552313e-40,1.331949319216262e-47,1.2748184449177844e-58,3.397232542733858e-40,8.212848004145672e-22,1.766183730586694e-52,4.695427095329213e-40,2.976130926736769e-34,8.253530603537403e-64,6.3582589744686e-85,1.1706654540359925e-76,9.292253404236079e-98,2.5030184904893594e-14,3.659772484478461e-57,7.658105341627069e-89,2.109217164291395e-97,1.6226715973600603e-116,2.81671885316668e-103,1.2862181066921728e-76,1.525064765901427e-95,7.3152698025566e-132,2.9750133291224335e-108,1.672867153996634e-149,2.0928616020156183e-80,3.8880669924528666e-81,2.8912975315523587e-116,3.499905449267237e-132,1.2870846856731784e-136,2.9488337473429084e-92,9.259354378226006e-146,9.612829962357762e-153,4.9886823306997836e-160,9.582884979571782e-161,1.5435219210749693e-153,1.1671605947485973e-165,1.1562093350272425e-124,3.711051938252389e-139,1.602629343210919e-123,1.844856772533004e-140,1.1086678682077883e-150,8.938067076093586e-142,6.776382283953211e-188,8.409200644282952e-192,1.6249659951483634e-129,2.126454040828901e-119,9.001225334890925e-203,5.625804898614708e-131,9.555443918778063e-131,8.582968384807261e-118,7.843147759999326e-143,6.2448904547952445e-168,3.725241602344145e-145,4.1677188503152434e-135
1.9006444448724537e-20,0.0028733546784512542,0.0915567593028733,0.0,0.008456282818599939,0.4515426283560338,9.297423948165309e-51,0.4569006123410269,3.685760558044123e-64,2.652226271028433e-76,9.423909103859383e-43,6.978740535154336e-100,5.872259910128515e-123,3.204037507397998e-14,1.3590035609295923e-39,1.0656606318455145e-46,2.0400061456249406e-57,1.3590036674849451e-39,1.6426587255980556e-21,1.413087788850587e-51,1.8783222411370758e-39,1.1905492587913689e-33,1.320755836377469e-62,4.070104765679172e-83,9.366504775039925e-76,2.9741198262276037e-96,5.006308605305607e-14,1.4826518292830523e-56,4.902177859830974e-87,2.7003457185779463e-95,8.310217661482614e-114,7.212650257839972e-101,1.029107683513103e-75,4.881120422417772e-94,3.746669412301564e-129,9.521242991763887e-107,3.4271770577008477e-146,6.698220312937923e-79,6.221816867697772e-80,7.403580687728865e-114,4.48069260055486e-130,1.3184149735540426e-133,9.438027132144471e-91,9.485612382793472e-143,1.969545249903417e-149,2.0442338676802523e-156,9.815319831671189e-158,7.908754896689528e-151,1.195470204954341e-162,1.4802349733458943e-122,9.502142766499278e-137,1.0259453088569255e-121,4.504462999514034e-138,2.8392380857670802e-148,2.288590696843334e-139,1.3882543291354457e-184,1.7229049441063438e-188,8.322611867300259e-127,5.4453059837280235e-117,3.6881012068988e-199,5.762749953353245e-128,9.78804647875919e-128,4.395947825907966e-115,1.606885946946103e-139,2.5530117171537318e-164,7.60663030619929e-142,2.1344940280830688e-132
3.801392011900237e-20,0.0028733546784512542,0.0915567593028733,0.0,0.00845628281851783,0.4515426283559677,7.438292809717591e-50,0.4569006123410269,1.1795343009689423e-62,8.487803323525789e-75,1.8848329573669067e-42,1.7867825248870018e-97,7.517342971369452e-121,6.408248854303715e-14,5.4362354457566286e-39,8.525689782776298e-46,3.264247596022906e-56,5.436236298239919e-39,3.2854065759471886e-21,1.130534531965332e-50,7.513583039218985e-39,4.762390818045254e-33,2.1133597229135085e-61,2.6051230842171413e-81,7.493670840373506e-75,9.5192006479512e-95,1.0012888834834499e-13,6.2288462195576645e-56,3.137707305587758e-85,3.4567850797028908e-93,4.2553692483548506e-111,1.8466710099661473e-98,8.233433246017254e-75,1.562105318287667e-92,1.91861078048863e-126,3.047058108293343e-105,7.020010640215466e-143,2.143615302421862e-77,9.95566501704758e-79,1.895550226067216e-111,5.735934523799668e-128,1.3502783828139195e-130,3.0204480161016457e-89,9.716636188928313e-140,4.0350274978357435e-146,8.376085826852684e-153,1.0052128425688702e-154,4.0674918559936876e-148,1.2243124563858394e-159,1.894882322991725e-120,2.432782583241294e-134,6.566886101907686e-120,1.1251815510123483e-135,7.269777968468679e-146,5.859355857201547e-137,2.843601956390624e-181,3.529295917552481e-185,4.261885942296788e-124,1.3942103542920608e-114,1.5108892544143632e-195,5.90202878988631e-125,1.0024612094422058e-124,2.2510959944407e-112,3.291473443599109e-136,1.0410035660162008e-160,1.5477425559376915e-138,1.0930275021787954e-129
7.602887145955803e-20,0.0028733546784512542,0.0915567593028733,0.0,0.008456282818353615,0.45154262835583553,5.950776365146371e-49,0.4569006123410269,3.774655246423471e-61,2.716221788527447e-73,3.7697171389636e-42,4.574429918221116e-95,9.623624320772383e-119,1.281667154786438e-13,2.1745384194538935e-38,6.820713722559002e-45,5.2229877689297356e-55,2.1745391014567134e-38,6.5709022765740805e-21,9.044661085350408e-50,3.0054850379651814e-38,1.9049950843134523e-32,3.381488254411769e-60,1.667352920891709e-79,5.995114944737161e-74,3.0491916823384794e-93,2.0026049293477867e-13,2.968400121754808e-55,2.0082285075882347e-83,4.4248835643676523e-91,2.1788766180571485e-108,4.7277534817901485e-96,6.587060971411909e-74,4.998979896528903e-91,9.824051783853106e-124,9.751900565009153e-104,1.4378076266554787e-139,6.859958597527939e-76,1.5929862114263097e-77,4.852884937208624e-109,7.343083161793652e-126,1.382790249007363e-127,9.665867131936808e-88,9.95423029275013e-137,8.267384303310422e-143,3.4323592057416563e-149,1.0293991503313913e-151,2.1546151169452338e-145,1.253770576692106e-156,2.425560048666979e-118,6.228208828326424e-132,4.203069572401711e-118,2.8446623652342148e-133,1.861226233811562e-143,1.500063841709573e-134,5.824144149916575e-178,7.229306378256955e-182,2.182262235155133e-121,3.5694974413879263e-112,6.189078393864041e-192,6.044147841154365e-122,1.0266001710157903e-121,1.1526507532235694e-109,6.741305164937773e-133,4.224430796170979e-157,3.128328141370357e-135,5.596802432423761e-127
1.5205877414066933e-19,0.0028733546784512542,0.0915567593028733,0.0,0.008456282818025183,0.4515426283555712,4.760678984822564e-48,0.4569006123410269,1.2079129572362189e-59,8.692211939266435e-72,7.539486904341178e-42,1.1710772741197909e-92,1.2323723559162112e-116,2.563351693398262e-13,8.69824216055364e-38,5.456635738742871e-44,8.356938196367091e-54,8.69824761664095e-38,1.3141893677542367e-20,7.236086994155693e-49,1.202198784811067e-37,7.620057850769895e-32,5.410446999361921e-59,1.067119627302954e-77,4.796150902808172e-73,9.832127494909592e-92,4.0052370209106943e-13,1.9502815349078976e-54,1.2852911696474637e-81,5.663925400956911e-89,1.115607116264226e-105,1.210328926031744e-93,5.270060903355622e-73,1.5997272539496633e-89,5.030064625479132e-121,3.121983352930443e-102,2.9447071510708093e-136,2.1953092106887e-74,2.5489638628240866e-76,1.2423623301528838e-106,9.403344578418499e-124,1.4160142599645627e-124,3.093139082283596e-86,1.0200849513567276e-133,1.694441311409064e-139,1.406957889763266e-145,1.0541312723191599e-148,1.3898606306620164e-142,1.2838970282311424e-153,3.104773545121988e-116,1.5944507409352e-129,2.690042589886344e-116,7.236468785857931e-131,4.764912730180141e-141,3.840233957874208e-132,1.1928220271324932e-174,1.4810823873132777e-178,1.117358564516456e-118,9.138565020320131e-110,2.5351264631030677e-188,6.18939126538965e-119,1.051269806777484e-118,5.901746911035528e-107,1.380567961847229e-129,1.6985489134736702e-153,6.24266281598851e-132,2.865769032361405e-124
3.0411857950289193e-19,0.0028733546784512542,0.0915567593028733,0.0,0.00845628281736832,0.4515426283550425,3.8085680170946114e-47,0.4569006123410269,3.8653587122833954e-58,2.7816218733439765e-70,1.5079048870237095e-41,2.9979316310126036e-90,1.5801446218159759e-114,5.126720770220678e-13,3.479314560566218e-37,4.365334497518838e-43,1.3371241634653352e-52,3.479318925461966e-37,2.6283876478336958e-20,5.789339555494582e-48,4.808759919995388e-37,3.0480386419885095e-31,8.656689857872838e-58,6.829482030372148e-76,3.836932860876228e-72,3.3370722408954735e-90,8.010501203373446e-13,2.0007812855589554e-53,8.22586974473149e-80,7.249737222447581e-87,5.711859311048392e-103,3.0984151871160035e-91,4.2176274525551735e-72,5.119556255434034e-88,2.5753847912833764e-118,1.0007554690025827e-100,6.030696085241622e-133,7.025570164154355e-73,4.07927042969511e-75,3.18041867765825e-104,1.2057130081585335e-121,1.4499831385406212e-121,9.898116165194486e-85,1.0460818180982934e-130,3.47524424269772e-136,5.771249140285929e-142,1.079434197084511e-145,1.8245340033266242e-139,1.314749217012609e-150,3.974110188453961e-114,4.081794240511667e-127,1.7216477944525026e-114,1.8466461796660933e-128,1.2198231156370546e-138,9.830999760520928e-130,2.442902877121291e-171,3.03685154014951e-175,5.720928638795981e-116,2.339680627168921e-107,1.0383902058802649e-184,6.33791414181875e-116,1.0764964582565774e-115,3.0216835867144904e-104,2.8269862636805788e-126,6.710208756867914e-150,1.2160934786978614e-128,1.4674077390576326e-121
6.082381902273372e-19,0.0028733546784512542,0.0915567593028733,0.0,0.008456282816054593,0.4515426283539851,3.0468670206060853e-46,0.4569006123410269,1.2369207499312153e-56,8.901792952186405e-69,3.015853176570792e-41,7.674385221823782e-88,2.036431553123263e-112,1.025345892226057e-12,1.3917293632780257e-36,3.492277963976819e-42,2.1394144812665024e-51,1.3917328552049832e-36,5.2567842075358205e-20,4.632182367009797e-47,1.9234611187247055e-36,1.2192185562650818e-30,1.3850433987577294e-56,4.370678420978016e-74,3.0695862173743315e-71,1.556225340353978e-88,1.602102956564669e-12,2.7533862174960552e-52,5.264464561009663e-78,9.279262372966884e-85,2.924350667339108e-100,7.931613453084966e-89,3.383112028493816e-71,1.6391818050661226e-86,1.3185470438004238e-115,3.2244425086780732e-99,1.2350213599974e-129,2.2485216061589885e-71,6.532559121506967e-74,8.141531064206109e-102,1.554081062244913e-119,1.4847043061541673e-118,3.167447795324677e-83,1.0742562118127304e-127,7.137671036163254e-133,2.3706686952351328e-138,1.1053224508316279e-142,5.0595072099438525e-136,1.3465448943602912e-147,5.086768336503264e-112,1.0449203564752468e-124,1.101871575201033e-112,4.719779587620284e-126,3.1226939063776622e-136,2.516690251899956e-127,5.002925856989266e-168,6.247811060474908e-172,2.929077387187713e-113,5.990486474474846e-105,4.2531433271144467e-181,6.489773645574559e-113,1.1022898368740059e-112,1.5470422444320454e-101,5.7877493197509417e-123,2.5661354001232984e-146,2.268966640396452e-125,7.514334519252412e-119
1.2164774116762278e-18,0.0028733546784512542,0.0915567593028733,0.0,0.008456282813427139,0.45154262835187037,2.437502939592006e-45,0.4569006123410269,3.958155952485845e-55,2.84893932829428e-67,6.032324098642391e-41,1.964455157113971e-85,2.677676024665427e-110,2.050693521992061e-12,5.566924529420731e-36,2.793826522880801e-41,3.4230904755357393e-50,5.566952464877804e-36,1.0513577325112891e-19,3.7068665743592944e-46,7.693472356110341e-36,4.87688041701993e-30,2.2159680176085072e-55,2.7969643267002296e-72,2.456082664651013e-70,1.7480860929924446e-86,3.204208627958416e-12,4.226278416281669e-51,3.369107443657454e-76,1.1876314897087003e-82,1.49712516944345e-97,2.030299835776385e-86,2.7626442134706226e-70,5.268602834798779e-85,6.750343067379961e-113,1.0600512154172401e-97,2.5290168755521307e-126,7.197387749749421e-70,1.0488564858285972e-72,2.084032823482167e-99,2.0455442305522376e-117,1.5201526702311418e-115,1.0137619652000859e-81,1.1063040258014997e-124,1.4701143097386035e-129,9.765514736792332e-135,1.1317997613317969e-139,1.6768408919179552e-132,1.380634674843673e-144,6.510766751128034e-110,2.6748744927067403e-122,7.052990189894818e-111,1.2072374339296188e-123,7.994243143023473e-134,6.442434124818725e-125,1.0245265208560035e-164,1.302481424413074e-168,1.4996250507445394e-110,1.534006839858406e-102,1.7419887637835175e-177,6.644910766123115e-110,1.1286399197933698e-109,7.920119933671092e-99,1.1845242737775001e-119,9.279110932634482e-143,3.944714475540519e-122,3.8485989332379933e-116
2.432955854574009e-18,0.0028733546784512542,0.0915567593028733,0.0,0.008456282808172233,0.4515426283476408,1.9500129294439427e-44,0.4569006123410269,1.2666114418563126e-53,9.118913190353548e-66,1.2074455438920827e-40,5.0280152064293115e-83,3.792143212137017e-108,4.101388778956174e-12,2.226771225588929e-35,2.235062887478043e-40,5.477013484350556e-49,2.2267935739711174e-35,2.1027163552958335e-19,2.9672797908069886e-45,3.077085419637715e-35,1.9507533996112568e-29,3.5452122522532403e-54,1.789703313653336e-70,1.9678540338772196e-69,3.7589684810549597e-84,6.408419966502299e-12,6.690399084195223e-50,2.156026701939123e-74,1.5198690081882566e-80,7.663776775031162e-95,5.196547137961817e-84,2.567185642647239e-69,1.745234885060981e-83,3.4555159893940766e-110,3.753758309161604e-96,5.1781291379791847e-123,2.30451168466885e-68,1.701505733390492e-71,5.33407312149928e-97,2.9182895652365844e-115,1.5562462379668708e-112,3.249139144148275e-80,1.1456734233024386e-121,3.044832380756566e-126,4.045170527566072e-131,1.1588533311020446e-136,5.2368704745068816e-129,1.4249996819682227e-141,8.33298392352264e-108,6.84702472980415e-120,4.519684331075961e-109,3.0889640445437337e-121,2.0477268095323883e-131,1.6491056276358985e-122,2.097916564110537e-161,2.854357308996478e-165,7.67737924315819e-108,3.929295771008279e-100,7.134523320180787e-174,6.803070816482598e-107,1.1555034485650508e-106,4.054315656516013e-96,2.4225848953844946e-116,3.0787999155426115e-139,6.203448288426065e-119,1.971913945214344e-113
4.8659127403695714e-18,0.0028733546784512542,0.0915567593028733,0.0,0.00845628279766242,0.4515426283391817,1.560025532305445e-43,0.4569006123410269,4.053159128443146e-52,2.9195238626330962e-64,2.4305750123696997e-40,1.2866613464212628e-80,6.728924089148531e-106,8.202779282612804e-12,8.907087718462463e-35,1.7880509912394418e-39,8.763426566807912e-48,8.907266505585527e-35,4.2054335979414407e-19,2.37667976293505e-44,1.2305902434775288e-34,7.803016019337615e-29,5.671253196959776e-53,1.1449546639206575e-68,1.5939829376408009e-68,9.390326262951242e-82,1.2816842626615629e-11,1.067600137814096e-48,1.3795952416712064e-72,1.944661802931612e-78,3.9223022881450573e-92,1.3297898088141683e-81,4.335331019748425e-68,7.101494752845322e-82,1.768542033046524e-107,1.6640899351846708e-94,1.0599455137643984e-119,7.383048900905171e-67,2.8719205796513468e-70,1.3649808493833448e-94,5.38840304955744e-113,1.5927913600454834e-109,1.0531525554739568e-78,1.1993953997704475e-118,6.37509836762188e-123,1.6939055811004015e-127,1.1864424925030406e-133,1.4631332840646887e-125,1.5210061614393026e-138,1.0664154009299523e-105,1.7524995756401002e-117,2.9230237490030166e-107,7.904465079617403e-119,5.271708483268519e-129,4.220894518584285e-120,4.295232005320669e-158,7.373394420700174e-162,3.9300850732337515e-105,1.0070423539055877e-97,2.9220760172703153e-170,6.9636194145876e-104,1.1827726736342242e-103,2.0749972007456053e-93,4.947877882465848e-113,9.137005391174337e-136,8.674737235006614e-116,1.0113986873092077e-110
9.731826511960696e-18,0.0028733546784512542,0.0915567593028733,0.0,0.008456282776642792,0.45154262832226344,1.2480440335711875e-42,0.4569006123410269,1.2970113566874415e-50,9.351888397372387e-63,5.112085204744157e-40,3.2912363547275114e-78,1.8662785926848705e-103,1.640556024883966e-11,3.5628356413777017e-34,1.4304410872333163e-38,1.4022126529780167e-46,3.5629786711014743e-34,8.41086807153873e-19,1.9059126213221854e-43,4.920408316760538e-34,3.121206856141798e-28,9.070522783036463e-52,7.321876414801202e-67,1.402172944286628e-67,2.3946958439905715e-79,2.563368787894453e-11,1.7070208577676503e-47,8.826049209597328e-71,2.487193299682521e-76,2.0066284538295516e-89,3.401564673764792e-79,1.806459606179275e-66,6.154792732872887e-80,1.407478558453176e-104,1.148302084863125e-92,3.418771551161393e-116,2.368085069641974e-65,5.55443562096489e-69,3.491573858085303e-92,1.6840505197231364e-110,2.569191361772844e-106,3.716193119299196e-77,1.9955976703942091e-115,2.1209920391868075e-119,1.127023302182077e-123,1.5469671210833454e-132,5.699755488906225e-122,6.112403717244086e-136,1.0664149908758936e-105,5.2438032996674795e-117,2.72122711767975e-105,2.364708479450801e-118,3.22979783683721e-126,1.2629698153233892e-119,5.3368421164408965e-155,2.1064771764388036e-157,3.128952431065492e-102,3.91365041763833e-95,7.436446805753579e-167,1.1079691110877061e-100,1.8818885973501664e-100,1.6513213425588878e-90,1.5674173684740412e-109,5.1788644613726325e-132,1.6899691529244095e-112,7.876245777916781e-108
1.9463654055142943e-17,0.0028733546784512542,0.0915567593028733,0.0,0.008456282734603538,0.45154262828842695,9.984727215090929e-42,0.4569006123410269,4.1504372609267686e-49,2.998629045369428e-61,1.4239125947304691e-39,8.412184852434315e-76,9.550847266754641e-101,3.2811122016947486e-11,1.4251343599659274e-33,1.1443530222627758e-37,2.243745378844587e-45,1.4252487837536295e-33,1.6821736971957608e-18,1.532040979656129e-42,1.966602466734906e-33,1.2484828035204506e-27,1.4501699005561226e-50,4.6785444896977965e-65,1.9355421936065396e-66,6.118347110441393e-77,5.126737811201128e-11,2.7307966441924142e-46,5.644371606038579e-69,3.178561432016992e-74,1.025767364253698e-86,8.694213451362601e-77,1.0785961401171934e-64,1.1907828652884419e-77,7.200145721685244e-102,1.4577491901765328e-90,6.988768083002325e-113,7.61313152275235e-64,1.505978605054679e-67,8.924228673596693e-90,9.945659695114265e-108,2.6255410298170284e-103,2.0763431897146065e-75,2.2181102954864508e-112,4.7154259445790526e-116,5.0116089544305387e-120,1.041906504193967e-130,1.314155311239006e-118,2.7310128606489956e-132,1.0663101241617642e-105,1.2225723966346693e-116,3.000128211829192e-103,5.512366858702364e-118,1.4268623002297271e-123,2.9445651427346877e-119,1.0572287107323707e-151,1.380293555273474e-153,1.6019225112332264e-99,1.0078799270399062e-92,3.112153193336391e-163,1.1339431810290456e-97,1.9260056365865378e-97,8.447218511844203e-88,3.178077014447878e-106,1.2388413512785526e-128,1.9472306880922296e-109,4.1005381671750204e-105
3.892730914150744e-17,0.0028733546784512542,0.0915567593028733,0.0,0.008456282650525036,0.451542628220754,7.988380575623184e-41,0.4569006123410269,1.3281402121054464e-47,9.634199690688259e-60,9.271753153375709e-39,2.1466918989082343e-73,4.9654050773537374e-98,6.562224489577762e-11,5.700537587612028e-33,9.15482534438635e-37,3.5906482713044896e-44,5.7014529779252424e-33,3.364347458569256e-18,1.237333880267583e-41,7.85394974433627e-33,4.993931107265759e-27,2.3167151434885074e-49,2.9847569255767926e-63,6.753805260065183e-65,1.5612566145004639e-74,1.0253475749178071e-10,4.369160326479685e-45,3.60690486359383e-67,4.0556848614731823e-72,5.235330821903159e-84,2.218681018909999e-74,6.840934615740569e-63,2.9251834866457095e-75,3.675074465660758e-99,1.8600310669601057e-88,1.4245183761496927e-109,2.4587705449537816e-62,6.40229830344456e-66,2.277356618347634e-87,6.50143130031508e-105,2.675808943282375e-100,2.934356504864387e-73,2.622120413391902e-109,1.114711855517816e-112,2.36942546194404e-116,7.80066400533866e-127,2.865439526395688e-115,1.1898340347774e-128,1.0395183730453807e-105,2.5838713943364615e-116,8.329512619379026e-101,1.1647289811980335e-117,1.588665334155527e-120,6.223254791217168e-119,2.155193217825502e-148,1.0679718345578416e-149,8.189394837561226e-97,2.604041771725782e-90,1.54043746734591e-159,1.1574774324689501e-94,1.9659786486040632e-94,4.311256451503634e-85,6.370159504824462e-103,2.759717473433413e-125,2.1214441249996772e-106,2.202753497156776e-102
7.785461931423644e-17,0.0028733546784512542,0.0915567593028733,0.0,0.008456282482368035,0.4515426280854081,6.3916621016959035e-40,0.4569006123410269,4.250050045751508e-46,3.107677827103479e-58,1.2132633942133854e-37,5.460818444211429e-71,2.6190267525720024e-95,1.3124448802387976e-10,2.2802150173106767e-32,7.323861631939301e-36,5.747134751260194e-43,2.2809473295287528e-32,6.728694906475132e-18,1.0086010608050423e-40,3.131655704715065e-32,1.9975722383842638e-26,3.695411949349605e-48,1.8981546509684298e-61,3.8652469831953646e-63,3.971547840413647e-72,2.0506951190586338e-10,6.990803663485077e-44,2.3014182583319824e-65,5.158548687973658e-70,2.6636109578292027e-81,5.644041622940301e-72,4.3733348039727884e-61,7.448774141254244e-73,1.8700398608581841e-96,2.366115748042146e-86,2.889890252263466e-106,8.012541563277485e-61,3.633844822898495e-64,5.793192304039352e-85,4.757566720375244e-102,2.7141656331896896e-97,6.739371646896869e-71,3.3926888410069933e-106,2.8838711858528357e-109,1.225965791412982e-112,6.578845265022211e-123,6.04251548379814e-112,5.009413760451645e-125,-5.791595474366524e-105,-1.258486950087534e-115,3.8088162013055295e-98,-5.672002337202571e-117,2.8969137028589145e-117,-3.0304392009969717e-118,4.375795282811697e-145,8.715245549021506e-146,4.1802659525519783e-94,6.788520665289677e-88,1.0776383409648594e-155,1.1777663478136762e-91,2.0004394705267494e-91,2.1934065173733732e-82,1.2508979002435668e-99,5.872814999740972e-122,2.2338065348044284e-103,1.318428023165286e-99
1.1678192948696544e-16,0.0028733546784512542,0.0915567593028733,0.0,0.008456282314211042,0.4515426279500622,1.827773166697949e-39,0.4569006123410269,1.9882710219703916e-45,1.461435212241008e-57,4.5362983265981534e-37,4.1832857672164114e-70,2.024544513575813e-94,1.9686672852240223e-10,4.8454568389854897e-32,2.0941669460569887e-35,2.1914582853197942e-42,4.8475507941690885e-32,1.0093042279539896e-17,2.9204485179462027e-40,6.640245392536263e-32,4.244840672680717e-26,1.4069198115228338e-47,1.0809413553616245e-60,2.1867445439356553e-62,3.0424221533312247e-71,3.0760426197449005e-10,2.6652786089738687e-43,1.3120413360210465e-64,3.430395204650825e-69,2.300210066331253e-80,4.323663210243783e-71,2.495490775937946e-60,5.713438749359168e-72,1.2711291284720563e-95,1.3253717466445259e-85,2.4283980607054432e-105,3.778785370336552e-60,2.01875981340946e-63,4.435723051174724e-84,4.2062956361050364e-101,2.0102368404922817e-96,5.137144708793949e-70,2.7319358672374693e-105,2.6095818278048756e-108,1.2317444951281885e-111,5.703757292490996e-121,5.334979842117625e-111,4.983903428975921e-124,1.1007045328847166e-96,2.8828502624479506e-107,2.5795700379993763e-97,1.29917560174745e-108,1.6207137655204394e-116,6.943343869152124e-110,3.3007270356807185e-144,6.0350443330380514e-145,2.8432333156709588e-93,4.19320665540855e-87,8.833067398432312e-155,9.175861946221254e-91,1.558522728229712e-90,1.490986135189035e-81,1.0911311855291532e-98,4.43587127417283e-121,1.7493386768767398e-102,9.817267317004531e-99
