Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),SX(53),CH3OX(46),CHOX2(61),CHO3X(93),CH2O3(187),CH2OX2(52),CHX(32),SX(489),SX(504),C2HOX(502),C2H4O(540),CH2X(63),SX(57),SX(394),CH2O2X(54)
1.480958155039569e-21,0.0028149649241145727,0.0915567593028733,0.0,0.00828444177166337,0.45154262835609865,3.85579617020646e-51,0.45690061234102525,8.210108401862534e-71,1.1074569699635673e-80,1.650315231441928e-44,3.505618842265352e-109,3.0383670806587995e-136,2.4710490918366003e-15,9.998957448175526e-39,2.1289606990561042e-51,6.717480562390981e-60,9.99895744817376e-39,1.1154735824496982e-22,2.649485167594374e-53,5.618742038615771e-40,2.1748445826693196e-38,1.925537017593378e-67,3.258447652812665e-90,7.702132030692632e-80,1.4554561145966285e-104,1.6722974056717358e-15,3.8610142059964964e-22,1.258340233093474e-53,1.9697024455937603e-59,2.9979770580946265e-94,6.904997332977061e-68,2.029206874482011e-71,4.8975729263761095e-92,1.9561462537883636e-87,3.301703196814176e-83,1.1615990835158122e-131,3.982073566669151e-149,9.417947153236968e-140,2.757652394446504e-169,1.1989487088136156e-101,7.638766020110068e-118,3.8078159408239806e-107,2.182358245590876e-65
2.96320298093495e-21,0.0028149649241145727,0.0915567593028733,0.0,0.00828444177165755,0.45154262835609743,3.0869814253035197e-50,0.4569006123410236,2.630441033877332e-69,3.548262169718277e-79,3.3020642728156565e-44,8.99293805555464e-107,7.628428941047255e-134,4.944245055164509e-15,4.002188782781834e-38,1.70446320745912e-50,1.0760476887109595e-58,4.0021887827804214e-38,2.2319162992009455e-22,2.121214103395165e-52,2.2489608403832284e-39,8.705046122690021e-38,3.084444247711363e-66,2.0887936344304316e-88,6.167952323179809e-79,4.664476335714414e-103,3.346047719598946e-15,7.72538289870178e-22,1.0074371650956742e-52,7.883942975083493e-59,1.9218219078538095e-92,1.1057068028243086e-66,3.250313325363792e-70,3.1393460262961135e-90,1.2535310810579826e-85,1.0574370513187823e-81,2.9792928398920165e-129,1.6804184630773774e-146,4.831085994319892e-137,4.6558563729979596e-166,4.767770099169292e-100,4.801943133250157e-116,4.8816832215338565e-105,3.2591570338941745e-64
5.927692632725712e-21,0.0028149649241145727,0.0915567593028733,0.0,0.008284441771645909,0.45154262835609493,2.470523336913155e-49,0.45690061234102025,8.422545767391957e-68,1.1361602306918448e-77,6.605562355564112e-44,2.3045693539849694e-104,2.890977360674913e-131,9.890636981806397e-15,1.601396822340321e-37,1.3640888255712304e-49,1.7226775921016528e-57,1.60139682233919e-37,4.464801732699877e-22,1.697639922526737e-51,8.998770676021417e-39,3.4831523206032807e-37,4.937979858272946e-65,1.337912430570973e-86,4.936861752758728e-78,1.4938642217223484e-101,6.693548347443922e-15,1.5454120284101446e-21,8.062556789306014e-52,3.1546041211546302e-58,1.2309641047444908e-90,1.7698752207394933e-65,5.20336910512962e-69,2.010750785329196e-88,8.027796637948279e-84,3.385260808904019e-80,7.634238689858265e-127,1.1059693152478432e-143,2.4758714793660204e-134,1.2257084158772898e-162,2.7133116754111478e-98,4.554682077614997e-114,6.253473853701339e-103,5.123013573742579e-63
1.1856671936307235e-20,0.0028149649241145727,0.0915567593028733,0.0,0.008284441771622625,0.45154262835609,1.976794028396258e-48,0.45690061234101353,2.6960368365588615e-66,3.636935082466056e-76,1.3212558521077667e-43,5.902738434539224e-102,1.350590165889106e-128,1.9783420835034456e-14,6.406630056328209e-37,1.0914786948186774e-48,2.757085426747109e-56,6.406630056319155e-37,8.930572599683483e-22,1.3584082115002828e-50,3.600092560762786e-38,1.3934877269064758e-36,7.903061106571804e-64,8.566105976185329e-85,3.950489593924399e-77,4.785107146320122e-100,1.3388549603096105e-14,3.0911595054857168e-21,6.451266673138088e-51,1.2620470639412531e-57,7.881363068533703e-89,2.8324541848142516e-64,8.327685851776861e-68,1.2873829774718024e-86,5.139558511231202e-82,1.0835393961802557e-78,1.955331485067784e-124,9.75209317338684e-141,1.2682741464112421e-131,4.3232186867622776e-159,2.3880311419382957e-96,5.321654923094318e-112,8.007596740996282e-101,8.161336743957372e-62
2.371463054347028e-20,0.0028149649241145727,0.0915567593028733,0.0,0.00828444177157606,0.4515426283560801,1.5815853822951104e-47,0.45690061234100016,8.62863605816965e-65,1.1640633425144897e-74,2.6426550852373685e-43,1.5114883919987231e-99,6.749907270930635e-126,3.9568988541267716e-14,2.5628605907650317e-36,8.732664764345014e-48,4.411977762629388e-55,2.5628605907577882e-36,1.786211433359368e-21,1.0868911095241677e-49,1.440152885919083e-37,5.5744044736938337e-36,1.264672419880214e-62,5.4834100553656e-83,3.160791784377106e-76,1.5390856897503634e-98,2.677855211424939e-14,6.1826544596194164e-21,5.1614973955995e-50,5.048599115985562e-57,5.045090931160057e-87,4.532636118725286e-63,1.332613492817304e-66,8.240860001508537e-85,3.2900176150266384e-80,3.4678758903549505e-77,5.007080470889136e-122,9.584978017233461e-138,6.495423771168561e-129,1.6996964577141142e-155,2.709685743736402e-94,6.649640139989957e-110,1.0251741246597606e-98,1.304488937280076e-60
4.743054775779638e-20,0.0028149649241145727,0.0915567593028733,0.0,0.00828444177148293,0.45154262835606035,1.2653283728614519e-46,0.4569006123409734,2.761376027206212e-63,3.7257037598421926e-73,5.285453551927897e-43,3.8698958971527627e-97,3.434804964030289e-123,7.914012395284282e-14,1.0251859514281506e-35,6.986473239157905e-47,7.059677170310773e-54,1.0251859514223554e-35,3.5725197801186015e-21,8.696523378092896e-49,5.760835236850079e-37,2.2298524550671992e-35,2.023619265521486e-61,3.5097258526317994e-81,2.528793455114997e-75,5.11922728985838e-97,5.3558557135951647e-14,1.2365644367817036e-20,4.1293843627144384e-49,2.0195218214625647e-56,3.2291798519944403e-85,7.253381508516729e-62,2.132328940412077e-65,5.274666147697797e-83,2.1060069836539337e-78,1.10989803563321e-75,1.282095524979264e-119,9.71386528987586e-135,3.326391443822226e-126,6.890341764226011e-152,3.357787324479659e-92,8.459529382850827e-108,1.3123522138384446e-96,2.08672801898176e-59
9.486238218644857e-20,0.0028149649241145727,0.0915567593028733,0.0,0.008284441771296667,0.45154262835602077,1.0122867257185541e-45,0.45690061234091983,8.836753272078231e-62,1.1925360644951676e-71,1.0571050492214506e-42,9.907502506173403e-95,1.755684648097977e-120,1.5828239477242732e-13,4.1008272373630747e-35,5.589326890180961e-46,1.1295893190923084e-52,4.100827237316713e-35,7.145136473545837e-21,6.958954617321727e-48,2.3043724035281485e-36,8.919590747842803e-35,3.237896800384238e-60,2.246322490691159e-79,2.0230987371741032e-74,2.134110094902407e-95,1.0711856717693885e-13,2.4731624183933168e-20,3.303570571537104e-48,8.078251642764633e-56,2.066772504778715e-83,1.160824907702209e-60,3.41184526289603e-64,3.3759524364393463e-81,1.3481907960067148e-76,3.552532672856166e-74,3.283036770095357e-117,9.923259591499402e-132,1.7035648673018637e-123,2.8155812986708326e-148,4.263459358973728e-90,1.0810071405328808e-105,1.6798941345898206e-94,3.3386435741622964e-58
1.8972605104375294e-19,0.0028149649241145727,0.0915567593028733,0.0,0.008284441770924142,0.4515426283559416,8.098389916391288e-45,0.4569006123408127,2.8278234382667395e-60,3.8178843959760025e-70,2.1142244483294707e-42,2.5363665331248682e-92,8.982449244639776e-118,3.165669363973335e-13,1.640347581360593e-34,4.471539591174007e-45,1.8073755291867215e-51,1.6403475813235033e-34,1.429036986003539e-20,5.569743036110706e-47,9.217514787698725e-36,3.5678721595063227e-34,5.180691681757973e-59,1.4376624348143771e-77,1.6185045247460906e-73,1.952406254023794e-93,2.142385872492441e-13,4.9463583815048975e-20,2.6428632917282085e-47,3.231333541670248e-55,1.3227584848193942e-81,1.8581573880917092e-59,5.459051019641482e-63,2.1606640615261755e-79,8.632341390318793e-75,1.1373155949117696e-72,8.408302060580824e-115,1.0159214921241328e-128,8.726117928600015e-121,1.1530192919146985e-144,5.448300213966668e-88,1.3826577030414388e-103,2.1503191425998003e-92,5.341829155024145e-57
3.7945338875836167e-19,0.0028149649241145727,0.0915567593028733,0.0,0.008284441770179092,0.45154262835578335,6.478750377054086e-44,0.4569006123405985,9.049175740597403e-59,1.2228198753897224e-68,4.228463423364481e-42,6.493019114804598e-90,4.595053799452242e-115,6.331360195900944e-13,6.561423697915556e-34,3.577292918726377e-44,2.891826431456129e-50,6.561423697618836e-34,2.858083663155484e-20,4.459842126487368e-46,3.6869697950208717e-35,1.4271557755338522e-33,8.289062594730322e-58,9.200895047048264e-76,1.29481380569566e-72,3.8745852457885225e-91,4.2847862735517806e-13,9.892750307281479e-20,2.1142639306448173e-46,1.2925400353053738e-54,8.465640653291584e-80,2.975675168746493e-58,8.734571489141934e-62,1.3828441658015367e-77,5.5295522252738e-73,3.642571330040159e-71,2.154339488493298e-112,1.0410125040199099e-125,4.47153435847855e-118,4.72600025611171e-141,6.976278223244361e-86,1.768271467992204e-101,2.75244689982363e-90,8.546963389761614e-56
7.589080641875792e-19,0.0028149649241145727,0.0915567593028733,0.0,0.008284441768688994,0.45154262835546677,5.183015678354647e-43,0.45690061234017,2.8957849383507606e-57,3.9199871041583655e-67,8.456944202570071e-42,1.6621321277219906e-87,2.3489488566568327e-112,1.266274185747411e-12,2.6245761532708547e-33,2.8619068557386904e-43,4.626941124892112e-49,2.6245761530334794e-33,5.716177016875509e-20,3.5743183165510184e-45,1.4747477717182073e-34,5.708634842633433e-33,1.3262178367894332e-56,5.8882758862282185e-74,1.0358554527518595e-71,9.55894234922205e-89,8.569587074123394e-13,1.9785534157048318e-19,1.6913533678053e-45,5.170174716374615e-54,5.4178895436294055e-78,4.7694289522286685e-57,1.3975421397910432e-60,8.850286080062229e-76,3.5450731860252224e-71,1.167634556123609e-69,5.524275684216451e-110,1.0677309686550951e-122,2.293227152851908e-115,1.9389216579869e-137,8.943949303200787e-84,2.2598028868042783e-99,3.5231653628742334e-88,1.3675181261438543e-54
1.5178174150460142e-18,0.0028149649241145727,0.0915567593028733,0.0,0.008284441765708797,0.4515426283548336,4.1464186919123393e-42,0.456900612339313,9.266757297030967e-56,1.258843481550116e-65,1.6913951027184887e-41,4.254593310017028e-85,1.1989035888900189e-109,2.5325505171492224e-12,1.0498317958068687e-32,2.2896313286357765e-42,7.403115640806248e-48,1.0498317956169682e-32,1.1432363721980092e-19,2.8697533556974697e-44,5.898647441615103e-34,2.2834546187613028e-32,2.1218311226969094e-55,3.7680807054644685e-72,8.286890846244378e-71,2.4353181379408392e-86,1.7139188669078358e-12,3.957110184943671e-19,1.3529842400266174e-44,2.0680770855765837e-53,3.4672621535155875e-76,7.657761334076103e-56,2.2360872261018384e-59,5.664238055359334e-74,2.2767131880109602e-69,3.749285235573961e-68,1.4188913464827827e-107,1.0969721247168659e-119,1.1780113577321931e-112,7.968089370216481e-134,1.148741773742562e-81,2.883497503765845e-97,4.509695413465687e-86,2.1880311881241947e-53
3.0356361167628844e-18,0.0028149649241145727,0.0915567593028733,0.0,0.008284441759748403,0.45154262835356734,3.317137410877463e-41,0.4569006123375991,2.9655088599188934e-54,4.056749373012892e-64,3.3828688931824277e-41,1.0889313123897559e-82,6.100267054491291e-107,5.065103176301558e-12,4.199329849634933e-32,1.8318703372994505e-41,1.1844976172667316e-46,4.1993298481157327e-32,2.2864737122847423e-19,2.312275530013805e-43,2.3591796064117502e-33,9.133806507347265e-32,3.394542564498451e-54,2.411028021097293e-70,6.629734113900271e-70,6.229333777614319e-84,3.4278391834235247e-12,7.914223720563233e-19,1.0822274909873638e-43,8.272459850407976e-53,2.2187977138286354e-74,1.2337720293917261e-54,3.57779137544406e-58,3.62516612943649e-72,1.4671565410458304e-67,1.2079925731579362e-66,3.656276348741075e-105,1.1307133702889087e-116,6.071088884733684e-110,3.28526919666464e-130,1.4804897922357908e-79,3.6679325815112275e-95,5.7724955160148605e-84,3.500846710553553e-52
6.071273520196624e-18,0.0028149649241145727,0.0915567593028733,0.0,0.008284441747827616,0.4515426283510348,2.6537109078879652e-40,0.4569006123341713,9.490549160001914e-53,1.3163656257094368e-62,6.766975267683863e-41,2.7864041348710555e-80,3.084995244065238e-104,1.0130208480001076e-11,1.679732471062745e-31,1.4657590771316665e-40,1.895190127321833e-45,1.679732469847395e-31,4.57294838872147e-19,1.876174927331228e-42,9.434475210887207e-33,3.653509544573554e-31,5.430020121236261e-53,1.5423587693362043e-68,5.305193214180108e-69,1.59387088568573e-81,6.855679806553687e-12,1.5828450780369896e-18,8.655252983649552e-43,3.3094530066963884e-52,1.4197071851857118e-72,2.0013111575994366e-53,5.724622760432455e-57,2.3201698476329923e-70,9.518465682878606e-66,3.918152562603481e-65,9.482374245394416e-103,1.1730203819899569e-113,3.1489753922540395e-107,1.3632747758957732e-126,1.9208893053649034e-77,4.637262266372411e-93,7.388995818857189e-82,5.601335683706662e-51
1.2142548327064104e-17,0.0028149649241145727,0.0915567593028733,0.0,0.008284441723986041,0.4515426283459697,2.1229691119793505e-39,0.4569006123273156,3.037562326168817e-51,4.328883460308954e-61,1.3553728214063834e-40,7.126738895716235e-78,2.2191622686439973e-101,2.0260419028979438e-11,6.718930930085685e-31,1.1730270965205911e-39,3.0322822259438455e-44,6.7189309203630555e-31,9.14589772664797e-19,1.5431062693867428e-41,3.7719949094070724e-32,1.4613926744035771e-30,8.684033872518037e-52,9.862144038269679e-67,4.253181470177769e-68,4.0765790411618283e-79,1.3711361013209156e-11,3.165690485425338e-18,6.920094963975714e-42,1.3252790411671559e-51,9.08197897039758e-71,3.2892609493582603e-52,9.15989003702867e-56,1.485057224199053e-68,6.256276590024985e-64,1.2874118049666444e-63,3.7748114336044077e-100,1.8906988693102132e-110,2.505448664882391e-104,8.788665638728659e-123,2.5248617601757824e-75,8.344333174287212e-91,9.458855207281258e-80,8.962068764261736e-50
2.4285097940799066e-17,0.0028149649241145727,0.0915567593028733,0.0,0.00828444167630289,0.45154262833583947,1.6983754342423499e-38,0.45690061231360424,9.723949242759104e-50,1.4598105785085467e-59,2.742386116733165e-40,1.8211450915011865e-75,1.0868741463912929e-98,4.0520839893253014e-11,2.6875725679347717e-30,9.390931368754536e-39,4.851579173495346e-43,2.6875725601569437e-30,1.8291796342713162e-18,1.3019506011597607e-40,1.507363376377786e-31,5.845480158469158e-30,1.388167047191651e-50,6.300332742185455e-65,3.460380296632023e-67,1.0417153539092066e-76,2.7422723268100648e-11,6.331381281910096e-18,5.52951386522608e-41,5.349038365349634e-51,5.807161872649042e-69,5.540985329080474e-51,1.4657397649496673e-54,9.505387109349353e-67,4.2139464097053735e-62,4.334199955850424e-62,1.0168600105487849e-97,2.0367362499555965e-107,1.3506461538421948e-101,3.787292109430938e-119,3.400638270149175e-73,1.0210295761494031e-88,1.2108634235919342e-77,1.4339085406282445e-48
4.8570197168268984e-17,0.0028149649241145727,0.0915567593028733,0.0,0.008284441580936596,0.45154262831557906,1.3587003898836553e-37,0.4569006122861815,3.1140628275236725e-48,5.148625445677782e-58,5.990964504204115e-40,4.645300822827948e-73,5.091517723320871e-96,8.104168068706404e-11,1.0750290557407354e-29,7.523486919626058e-38,7.762293395764877e-42,1.075029049518913e-29,3.658359333569233e-18,1.149504591590103e-39,6.018006596709561e-31,2.3381193564900285e-29,2.2169867381704126e-49,4.017627812957588e-63,3.138527857273962e-66,2.6571636236388594e-74,5.484544714420589e-11,1.2662762801711861e-17,4.413147163152484e-40,2.2929494000218787e-50,3.709810252264201e-67,9.750925193202447e-50,2.3456866765611894e-53,6.0847439241823e-65,2.964169750995533e-60,1.5234799705763597e-60,2.8532487984579613e-95,2.285099432080219e-104,7.579111880206991e-99,1.6996327911288932e-115,4.782632321578777e-71,1.1956549104975392e-86,1.5502340983595615e-75,2.2941813157811714e-47
9.714039562320883e-17,0.0028149649241145727,0.0915567593028733,0.0,0.008284441390204011,0.4515426282750582,1.086960304305452e-36,0.45690061223133605,9.980352606807035e-47,1.952986155869763e-56,2.0079307752151547e-39,1.1806480606223481e-70,2.2242028285314837e-93,1.6208335853571288e-10,4.3001161951886905e-29,6.035974480908506e-37,1.2418921685240098e-40,4.300116145421122e-29,7.316718636504583e-18,1.0923118908082741e-38,2.3980934922251335e-30,9.351895263870307e-29,3.5341889347772e-48,2.55276108734157e-61,4.88000660154585e-65,6.753437811080025e-72,1.0969089236170559e-10,2.5325525548644398e-17,3.5138896745677825e-39,1.4077474666657923e-49,2.365653457626077e-65,1.8404331418977035e-48,3.754707928020085e-52,3.895894422197079e-63,2.2354361387280205e-58,5.739704934279858e-59,8.56328939116337e-93,2.740992035667028e-101,4.548821162886747e-96,8.154765923306182e-112,7.21020287233143e-69,1.3055863971311909e-84,1.9851412329394977e-73,3.67045827453239e-46
1.4571059407814868e-16,0.0028149649241145727,0.0915567593028733,0.0,0.008284441199471436,0.45154262823453734,3.1080270847541595e-36,0.4569006121764906,4.678875783831716e-46,9.765865671487365e-56,5.151665037829807e-39,9.042465997356433e-70,1.6231315255081234e-92,2.4312503264535054e-10,9.137746801884358e-29,1.729196352164892e-36,4.734584408972363e-40,9.137746659593344e-29,1.0975077843779466e-17,3.45324809554262e-38,5.0826280861037486e-30,1.9871922289331858e-28,1.3451688516095709e-47,1.4533054607065338e-60,2.1899905460423358e-64,5.172390803722481e-71,1.6453633504449468e-10,3.798828800290596e-17,1.0020359107178582e-38,4.431254337444659e-49,1.3484030542106532e-64,7.341465190313374e-48,1.4232229165265723e-51,2.2147363481478e-62,1.318117244468609e-57,2.8027603106545582e-58,5.383830810053823e-92,2.2048148319227082e-100,3.310009109493539e-95,8.188653448703172e-111,4.944291015363292e-68,6.941302313836104e-84,1.3182135565629492e-72,1.3993220809694093e-45
1.9428079253308853e-16,0.0028149649241145727,0.0915567593028733,0.0,0.008284441008738869,0.45154262819401647,6.555729179264019e-36,0.4569006121216451,1.4881462700953395e-45,3.390553393731593e-55,1.1656233116058858e-38,4.739244635117614e-69,9.845179652579213e-92,3.241667030159388e-10,1.558792080152043e-28,3.655036915198346e-36,1.2738374042475425e-39,1.5587920501417416e-28,1.4633436955393885e-17,8.052761321970023e-38,8.649521243059757e-30,3.389781836616185e-28,3.612808625288097e-47,5.673334317424055e-60,7.449703972273679e-64,2.7109004733513472e-70,2.1938177519257335e-10,5.065105016449655e-17,2.1084071671415167e-38,1.1272285231605153e-48,5.268474773871999e-64,2.01632288677979e-47,3.793095354288125e-51,8.6128119810791e-62,5.273606794008582e-57,8.924099582496935e-58,3.326922039119767e-91,1.6164625542724818e-99,2.095318028713528e-94,6.857135950119872e-110,2.184101985713711e-67,3.5796359637628074e-83,5.672574038585497e-72,3.764863117326435e-45
2.914211894429682e-16,0.0028149649241145727,0.0915567593028733,0.0,0.008284440627273756,0.4515426281129748,1.790572917809267e-35,0.45690061201195425,7.8390810099902e-45,2.2602695127917862e-54,4.162855464658088e-38,8.010631910119581e-68,2.9798687309630675e-90,4.862500349816456e-10,3.227280918633573e-28,1.0029774947013053e-35,5.151924010229889e-39,3.2272808366839334e-28,2.1950154954113515e-17,2.668086332387118e-37,1.7836051886207414e-29,7.0176485512193875e-28,1.455601073953669e-46,4.72816316372148e-59,5.469371668597127e-63,4.5821702600975673e-69,3.2907264953992095e-10,7.597657380079692e-17,5.735293559616539e-38,4.676072474409691e-48,4.3960248993240125e-63,8.251800742040949e-47,1.5014381382255405e-50,7.058078412936436e-61,4.461845619436769e-56,4.4549644368524256e-57,6.437969229097264e-90,6.486430819493159e-98,4.478622716502584e-93,4.615597309333886e-108,2.0972227640521365e-66,5.075130023044779e-82,5.268050665511613e-71,1.5226611263194418e-44
3.885615863528479e-16,0.0028149649241145727,0.0915567593028733,0.0,0.008284440245808676,0.4515426280319331,3.746477401727312e-35,0.4569006119022634,2.4972508003895226e-44,8.082901629247478e-54,1.0827887026567629e-37,4.2962657451870466e-67,1.7920551426953904e-89,6.483333531971552e-10,5.4887594134436295e-28,2.107437569573731e-35,1.3954524106953437e-38,5.4887592420112695e-28,2.926687260105559e-17,6.472231530170067e-37,3.0219020703504636e-29,1.193443102849767e-27,3.932174391364828e-46,1.8519426503710528e-58,2.078248325946291e-62,2.4575116352066852e-68,4.387635145662358e-10,1.0130209636084189e-16,1.1956904180460037e-37,1.375719238167773e-47,1.724332982589413e-62,2.323664548944896e-46,4.02352199992262e-50,2.7483161276548535e-60,1.78260606175841e-55,1.4322156996329614e-56,3.3891151325576875e-89,4.384449185841589e-97,2.6537811310084112e-92,4.262167047064225e-107,9.483581647289335e-66,2.2904288747230954e-81,2.33376219464659e-70,4.124277610885874e-44
4.857019832627275e-16,0.0028149649241145727,0.0915567593028733,0.0,0.008284439864343627,0.45154262795089145,6.82031878460257e-35,0.4569006117925725,6.495229886382538e-44,2.350344097381342e-53,2.388955668552163e-37,1.796449659986865e-66,8.343967802749214e-89,8.104166566800491e-10,8.385583918933332e-28,3.8531211965515775e-35,3.134694595166595e-38,8.385583606910215e-28,3.658358987109321e-17,1.3448084500753442e-36,4.5988286725939196e-29,1.8231939393151644e-27,8.80859590822135e-46,5.795771962581244e-58,6.412687270037507e-62,1.0275891211042463e-67,5.484543696057308e-10,1.2662761776775614e-16,2.168744731234163e-37,3.4234349282393996e-47,5.403508836566882e-62,5.503733779864004e-46,8.975007586119048e-50,8.56963976843867e-60,5.8028890552365435e-55,3.81974807461214e-56,1.4840097692710977e-88,2.4138309079264346e-96,1.2349717472764605e-91,2.9287310599916787e-106,3.3887761703557196e-65,8.382185810316488e-81,8.080462523716256e-70,9.264609194136927e-44
6.799827770824869e-16,0.0028149649241145727,0.0915567593028733,0.0,0.00828443910141364,0.4515426277888081,1.8007651799203612e-34,0.45690061157319084,3.670928708829838e-43,1.812557305218993e-52,9.125719175279581e-37,4.694694887915634e-65,2.900968433653842e-87,1.1345832185208407e-09,1.6125179369313919e-27,1.0281640261710333e-34,1.215415369480106e-37,1.6125178545892004e-27,5.1217023256780585e-17,4.6366581260769935e-36,8.764332085060107e-29,3.505413348388202e-27,3.3857893868837873e-45,5.183934408024893e-57,5.728149484396421e-61,2.68541752135704e-66,7.678360490969561e-10,1.7727865704976014e-16,5.6695985997875564e-37,1.8691037031638572e-46,4.869944977086369e-61,2.646362409411357e-45,3.459639225571165e-49,7.715251394838036e-59,6.676487646705412e-54,2.636868915804641e-55,4.01680360398883e-87,2.3844403240343439e-94,5.843626545728746e-90,1.3278235266721564e-103,6.14926856387169e-64,8.795700623919628e-80,1.1461383517309014e-68,3.592142217121053e-43
8.742635709022463e-16,0.0028149649241145727,0.0915567593028733,0.0,0.008284438338483796,0.4515426276267248,3.7334368846461424e-34,0.4569006113538092,1.2219241711085603e-42,7.082788840629877e-52,2.4169644274441956e-36,2.817131349484118e-64,1.8731109672609713e-86,1.4587497205208168e-09,2.6445250970934982e-27,2.151568751206606e-34,3.2337296851631323e-37,2.6445249264529738e-27,6.58504551116602e-17,1.1612084532520648e-35,1.4248961740005047e-28,5.748033541801945e-27,8.946692497000793e-45,2.130014063358611e-56,2.367721980675721e-60,1.6114303626448617e-65,9.872176880264309e-10,2.2792969164829054e-16,1.1650005530813206e-36,6.160724961768581e-46,2.010320663921241e-60,8.153963003903409e-45,9.186333086778879e-49,3.193809692056173e-58,3.121174445663573e-53,9.989714708025755e-55,2.639888202896287e-86,2.0837477508847824e-93,4.5082929529353066e-89,1.4582829758686452e-102,3.4753526614836045e-63,3.957895046415071e-79,5.8070798318523565e-68,9.557187552919918e-43
1.2628251585417651e-15,0.0028149649241145727,0.0915567593028733,0.0,0.00828443681262453,0.45154262730255834,1.1217896769471874e-33,0.45690061091504597,8.35641731376096e-42,6.761187149363748e-51,1.0793961408818523e-35,7.262546942299985e-63,5.423863164382606e-85,2.1070825450109595e-09,5.482573232649157e-27,6.598004715357088e-34,1.4490073694893275e-36,5.482572720425023e-27,9.511731422964455e-17,4.825523350648039e-35,2.8999595054436156e-28,1.1912980600754842e-26,3.9408651581926686e-44,2.156370454733228e-55,2.4687369369323684e-59,4.154257363518383e-64,1.4259808442172874e-09,3.292317467969092e-16,3.4287096513081416e-36,4.1886627874451774e-45,2.0664900490073884e-59,4.953720239529788e-44,4.120489885887602e-48,3.340970937041947e-57,4.5257354945030146e-52,9.340008927886453e-54,9.341224273742873e-85,2.0661409814194662e-91,2.7020907203378705e-87,4.280476786091819e-100,8.195870048910586e-62,4.390637435479348e-78,9.780040156937594e-67,4.282437646334225e-42
2.0399483338208027e-15,0.0028149649241145727,0.0915567593028733,0.0,0.008284433760907687,0.45154262665422557,4.822933679934545e-33,0.4569006100375201,1.0847439379392622e-40,1.3623223765398292e-49,7.811682552991289e-35,4.592163044406737e-61,3.463578041527821e-83,3.4037474758767283e-09,1.4254779013116397e-26,2.9560160684243077e-33,1.0510587416120447e-35,1.4254776815314696e-26,1.5365101409867633e-16,3.272962254378585e-34,7.25855413074629e-28,3.095356809023004e-26,2.757173393861668e-43,4.3626833425719376e-54,5.3545797657789e-58,2.6267681699508765e-62,2.303506669930801e-09,5.318358009008459e-16,1.409856111855166e-35,5.426709012340303e-44,4.330880026706339e-58,5.5747059569261734e-43,3.010135504730045e-47,7.309695908370208e-56,1.5497521609783126e-50,1.9237203686720955e-52,9.379272070096157e-83,6.611949969172597e-89,5.338837298479326e-85,4.410691323464632e-97,5.398404022863795e-60,8.918726594359337e-77,4.064296070810649e-65,3.1062413764855906e-41
3.594194684378878e-15,0.0028149649241145727,0.0915567593028733,0.0,0.008284427657480765,0.45154262535756173,2.7158503291449527e-32,0.45690060828247026,2.197451578454888e-39,4.572558963389537e-48,7.981986571573354e-34,4.920834064002096e-59,3.6560188757977566e-81,5.997074464520059e-09,4.4183513787900946e-26,1.7996537786069327e-32,1.0767825896994598e-34,4.418350145983626e-26,2.707183403697424e-16,3.201080742896308e-33,2.08741035321899e-27,9.581212334696219e-26,2.6315176868773274e-42,1.3376972975398316e-52,1.8831556585957676e-56,2.8147716366038735e-60,4.058556374704088e-09,9.370436843376024e-16,7.269888696795236e-35,1.0679535063911343e-42,1.4227148675086585e-56,9.225844034419134e-42,3.1284267972233637e-46,2.6134840005677094e-54,8.875830274462974e-49,6.215642909240587e-51,1.7574897604478096e-80,4.300687792032979e-86,1.99485622278961e-82,1.0102823566884309e-93,6.133336683470673e-58,2.6903881113380123e-75,2.869025099807228e-63,3.1820949305520716e-40
5.148441034936953e-15,0.0028149649241145727,0.0915567593028733,0.0,0.008284421554062869,0.4515426240608998,7.736455742628946e-32,0.45690060652742304,1.1217366537038794e-38,2.827750573140341e-47,3.082306149126848e-33,4.194130351635907e-58,3.35712301226602e-80,8.590397621529527e-09,9.062465754003914e-26,5.432472720541286e-32,4.1640745557516595e-34,9.062462252754487e-26,3.877855686850197e-16,1.2194323307403341e-32,4.018725808976563e-27,1.962892317527851e-25,9.733972169972591e-42,7.897606692313449e-52,1.1770534850969966e-55,2.3990890569381146e-59,5.813603483943824e-09,1.342251268079936e-15,1.9475937832096908e-34,5.265036930759327e-42,8.631248582166384e-56,4.2401639048945216e-41,1.2148863665273014e-45,1.640441904719542e-53,6.307349692066688e-48,3.568511987684286e-50,1.7931043215563478e-79,5.556390344513949e-85,2.294407821110072e-81,1.5844675672496242e-92,5.127201999906515e-57,1.767695910473628e-74,2.1504646514542018e-62,1.2305226480466874e-39
