Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(49),H2X(48),COX(58),CHOX2(59),SX(51),CH3OX(44),CH2OX2(50),CH3X(53),CH4(39)
6.645134598190721e-11,0.0005284065757894736,0.1557,0.0,0.001471634623648027,0.6423582670355487,0.2019,-4.104722147273235e-58,-8.076257889909098e-27,6.117113684629509e-31,1.6743492969338033e-48,2.1277708585938926e-36,4.0070895137020945e-59,8.346592889808e-05,-2.6115350607620806e-37,1.6173874531435694e-26,-8.097616641265457e-27,6.114917994567918e-30,5.218246608445852e-64,-1.3664452400875744e-28,2.3619018742098452e-65,-3.914480854386939e-58,2.334110044110644e-34,1.8613581662537894e-38,1.1993400113276224e-64,6.671152788816154e-38,1.5326006444185293e-62,2.319591659620336e-15,-3.47823493564956e-29,4.162214922445617e-29,-8.244635025835835e-49,3.864976057989312e-40,1.2307785915775441e-28,2.6933225311917458e-43,1.6038248161705714e-42
6.685708116211469e-11,0.0005284065757894736,0.1557,0.0,0.0014715114911348923,0.6423582054692919,0.2019,6.622135356265877e-59,2.243959424452657e-26,-7.061221368967845e-30,2.9650044562597894e-48,1.4574641228697263e-36,3.854020922108395e-59,8.358906141120059e-05,7.256125900187293e-37,-4.49385152405234e-26,2.249892099527124e-26,1.062103885586693e-28,2.0592848058386948e-63,-6.469272364170772e-30,4.232244177313504e-65,1.5641827469659633e-57,-1.430670294963992e-34,-3.999976920740789e-38,4.192270855779354e-64,4.569556938277755e-38,-2.675800601430139e-62,2.333478770220719e-15,-9.671292144210803e-29,-4.873668395820515e-29,-9.299731958890379e-48,3.683741640115336e-40,5.276985218279696e-29,3.4258993885067693e-43,1.6419704831830427e-42
6.726281634232216e-11,0.0005284065757894736,0.1557,0.0,0.0014713905969940954,0.6423581450222217,0.2019,3.9256869767613564e-57,-6.253118423822271e-26,1.9355305035247555e-30,-6.366391389687245e-48,1.271793370309086e-36,5.404178566965336e-59,8.370995555198366e-05,-2.022016374679197e-36,1.2522764230811933e-25,-6.269645806787432e-26,-1.074601138477505e-28,1.0289897418752481e-63,1.6182103269651886e-28,-8.851413033079234e-65,7.689526018020537e-57,3.517482126476903e-34,2.9539651294581956e-38,9.028654430526899e-65,3.9874284992244253e-38,-2.1044094097668127e-61,2.347364728102635e-15,1.3203260242482936e-28,1.150689022679937e-30,-1.7866586728114375e-47,3.720435382051844e-40,-1.8948009388508442e-28,3.4915771297531414e-43,1.6966266667263415e-42
6.766855152252964e-11,0.0005284065757894736,0.1557,0.0,0.0014712719034772894,0.642358085675463,0.2019,9.681514306170903e-57,1.7475414696150662e-25,1.8048992709713385e-30,-4.2377355646896976e-47,2.3417372009190512e-36,5.592346692968138e-59,8.382864906877584e-05,5.650878003128852e-36,-3.4997004592823545e-25,1.7521589896107892e-25,-2.4208414843361615e-29,-1.4849661076487936e-62,-1.4593094099192396e-28,-5.9838138216553365e-64,5.855268700110539e-57,2.981072657750536e-34,2.777112386066894e-38,-3.3402699787553424e-63,7.34199675833193e-38,-3.0713650637749096e-61,2.361249554235088e-15,-1.0610498399996105e-29,5.307438979279034e-29,3.128080675585705e-47,4.169117847767748e-40,1.258702646254199e-28,2.7203192208946307e-43,1.7308117776913126e-42
6.807428670273711e-11,0.0005284065757894736,0.1557,0.0,0.0014711553733625822,0.6423580274104058,0.2019,-1.0793212528869378e-56,-4.897568577033601e-25,-8.187877663890356e-30,-5.9466456770936e-47,1.6367010450308333e-36,5.64948234732232e-59,8.394517918346877e-05,-1.5836842256783176e-35,9.808074275586579e-25,-4.910505698394577e-25,1.5159391932876273e-28,-4.870813793225593e-62,-3.463398233099414e-29,-8.516942440867038e-64,-5.558217840694335e-56,-1.986244110015859e-34,-4.836624739558148e-38,-9.760365305793052e-63,5.131514587956674e-38,1.1349872783162224e-60,2.3751332692329265e-15,-1.452466686416132e-28,-5.295436499517271e-29,2.387393390169236e-46,3.972460879402914e-40,8.942917129178469e-29,3.525116525533222e-43,1.7680670887053718e-42
6.848002188294459e-11,0.0005284065757894736,0.1557,0.0,0.0014710409699514415,0.6423579702087003,0.2019,-1.1836355294262341e-55,1.376351691926949e-24,1.699848768819448e-30,2.0715953641103536e-46,1.249021741195014e-36,7.842662797636406e-59,8.40595825945961e-05,4.450588121565956e-35,-2.7563380485151184e-24,1.3799863565436579e-24,-1.1429640534758025e-28,-2.217061149371055e-63,1.9928582661628554e-28,2.893446011492604e-63,-2.0162506136521183e-55,3.504134311132668e-34,2.7918255164036817e-38,2.779813349279408e-63,3.916033847807045e-38,5.857136822365963e-60,2.3890158933618016e-15,1.4918464985252172e-28,-7.464467308559766e-30,3.743790115655952e-46,3.944492129355762e-40,-2.2840980430689626e-28,3.7353354194976605e-43,1.827544907620403e-42
6.888575706315207e-11,0.0005284065757894736,0.1557,0.0,0.001470928657065425,0.6423579140522571,0.2019,-2.122431807401863e-55,-3.87836309133171e-24,3.285339943839126e-30,1.076707941887465e-45,2.5594196438957022e-36,7.751118538718614e-59,8.417189548059902e-05,-1.254111819944303e-34,7.766965314605903e-24,-3.888602223148797e-24,-7.154966691530386e-29,4.171980791048737e-61,-1.5114797574977456e-28,1.521795630250809e-62,-1.6163313441124017e-56,3.7768249819405557e-34,3.907410353329481e-38,9.225827279274295e-62,8.024491778302293e-38,4.9291767409037757e-60,2.402897446543092e-15,3.0308721718919507e-29,6.617940362837178e-29,-1.0572775587958733e-45,4.484214769291128e-40,1.2292379701677365e-28,2.7433691660451735e-43,1.8635023931755526e-42
6.929149224335954e-11,0.0005284065757894736,0.1557,0.0,0.0014708183990427587,0.6423578589232457,0.2019,5.467796036535026e-55,1.095752718717658e-23,-9.360930186719892e-30,1.1177701234046584e-45,1.8522131790104406e-36,8.268260206609457e-59,8.428215350325095e-05,3.543237036494368e-34,-2.194397508198959e-23,1.0986447894458632e-23,2.0431541235501854e-28,1.1496798244831692e-60,-7.085564620547952e-29,1.6103511754149667e-62,1.8479186446841155e-54,-2.57593086080914e-34,-5.707604295082372e-38,2.260497583919871e-61,5.807205043009335e-38,-4.1845207249209125e-59,2.4167779483588066e-15,-2.0378152706749584e-28,-5.616688982940365e-29,-6.171110318043753e-45,4.282446245870505e-40,1.358498366780575e-28,3.600985027408075e-43,1.8990655329965602e-42
6.969722742356702e-11,0.0005284065757894736,0.1557,0.0,0.0014707101607347648,0.6423578048040919,0.2019,3.453485863219575e-54,-3.1038247189681044e-23,1.1932433813994958e-30,-6.442143136359324e-45,1.2035595000984869e-36,1.1215250546073986e-58,8.439039181123132e-05,-1.0036555263303598e-33,6.215839310649455e-23,-3.1120145915809874e-23,-1.079281638039254e-28,-5.52136037299109e-61,2.4011702417947856e-28,-9.023607540915083e-62,5.0848632034807654e-54,3.360821576208145e-34,2.4271583566564733e-38,-2.002830493482878e-61,3.7734979308026513e-38,-1.5805017314611379e-58,2.430657418056451e-15,1.5603560493022283e-28,-1.8920074409418916e-29,-7.524811742924689e-45,4.168893498635348e-40,-2.7049797162136983e-28,4.007029999433047e-43,1.9636654498009687e-42
7.01029626037745e-11,0.0005284065757894736,0.1557,0.0,0.0014706039075021422,0.6423577516774753,0.2019,4.0279962311085496e-54,8.814109158754696e-23,5.079267226150737e-30,-2.744334244741418e-44,2.7755245093380275e-36,1.0698675656791552e-58,8.449664504383996e-05,2.8501372085456578e-33,-1.765146943878733e-22,8.837360279747571e-23,-1.3994805275603886e-28,-1.1648559144195287e-59,-1.5082024392308378e-28,-3.882612709225593e-61,-3.903205802464264e-54,4.736668520505285e-34,5.271867166796399e-38,-2.538790835292172e-60,8.702040715320803e-38,-2.586369956437043e-59,2.4445358745538534e-15,9.261332429275789e-29,8.095429749836989e-29,3.3913040727188536e-44,4.808586780105498e-40,1.1212093108376719e-28,2.766276670978071e-43,2.0020201634751458e-42
7.050869778398197e-11,0.0005284065757894736,0.1557,0.0,0.0014704996052111253,0.6423576995263298,0.2019,-2.206916932374353e-53,-2.5091862343271497e-22,-1.0540103331623729e-29,-1.81159806832739e-44,2.1109270723274652e-36,1.2060295753168714e-58,8.460094733484308e-05,-8.113721386022233e-33,5.024989844076148e-22,-2.515803609667859e-22,2.612204314442891e-28,-2.6941689443494557e-59,-1.1615294486295751e-28,-2.644318757163364e-61,-5.882803460954165e-53,-3.1815371988658266e-34,-6.582752834806392e-38,-5.17099897751182e-60,6.618344936887704e-38,1.434435605681901e-57,2.458413336443962e-15,-2.70240471878253e-28,-5.78358318023702e-29,1.6046068322834721e-43,4.6162248922203575e-40,1.9354923647751165e-28,3.6471121976569505e-43,2.034975261952283e-42
7.091443296418945e-11,0.0005284065757894736,0.1557,0.0,0.0014703972202295117,0.6423576483338391,0.2019,-9.75858620726589e-53,7.160408094013963e-22,3.4780520046936288e-31,1.955987339289551e-43,1.1345511497851961e-36,1.5821600317085262e-58,8.470333231644252e-05,2.3153935724527607e-32,-1.4339695228805368e-21,7.179287134559857e-22,-8.064592363683861e-29,3.02642896017627e-59,2.837112102534618e-28,2.7453348645745686e-60,-1.2083622246012054e-52,3.052990174904701e-34,1.8091049580172509e-38,8.559486563947921e-60,3.5571385292090175e-38,4.099245652207961e-57,2.472289821999603e-15,1.4519969167299903e-28,-3.3771638682869004e-29,1.3807771669646139e-43,4.393170847979301e-40,-3.148414512901797e-28,4.30862227131792e-43,2.1049099721356056e-42
7.132016814439692e-11,0.0005284065757894736,0.1557,0.0,0.0014702967194225806,0.6423575980834356,0.2019,-5.023684142009925e-53,-2.048192459846339e-21,7.20927690172455e-30,7.006785650022679e-43,2.9833784983115152e-36,1.4742451459570646e-58,8.480383312336e-05,-6.623044423671174e-32,4.10178380419426e-21,-2.0535913442816765e-21,-2.329064222417387e-28,3.2439992085633716e-58,-1.4324234113366853e-28,9.923748400098149e-60,2.3926826309427798e-52,5.874588222327076e-34,6.887265084855679e-38,6.977711386069757e-59,9.353720945635832e-38,-2.742091127352669e-57,2.4861653491781974e-15,1.8076954951529972e-28,9.73365671855493e-29,-1.0593735492872802e-42,5.140073228430768e-40,9.083277917242782e-29,2.7940803500904997e-43,2.14649459075084e-42
7.17259033246044e-11,0.0005284065757894736,0.1557,0.0,0.0014701980701488984,0.6423575487587987,0.2019,8.048514485864649e-52,5.872324944701056e-21,-1.1673476031963889e-29,1.7705496052237144e-43,2.42037199192856e-36,1.7504469874113565e-58,8.490248239702843e-05,1.898877040054055e-31,-1.1760125090791513e-20,5.8878001459005655e-21,3.1651275308240392e-28,6.218377198362645e-58,-1.7155250932923673e-28,2.734340480475848e-60,1.8103793846487738e-51,-3.7790478033609634e-34,-7.422944199671409e-38,1.1548856401490155e-58,7.588540594537069e-38,-4.691134433808479e-56,2.50003993562645e-15,-3.401298977505431e-28,-5.726379795097296e-29,-4.189475465621875e-42,4.97657273868555e-40,2.641073034672607e-28,3.656415865989683e-43,2.1758191994578617e-42
7.213163850481188e-11,0.0005284065757894736,0.1557,0.0,0.0014701012402560294,0.6423575003438524,0.2019,2.6564968077551318e-51,-1.687463717109001e-20,-9.122167009546312e-31,-5.862369677387915e-42,1.0420331465838404e-36,2.2047649394363395e-58,8.499931228988345e-05,-5.456586813810201e-31,3.379373290741051e-20,-1.6919095735774874e-20,-2.2902062922318298e-29,-1.2206584676154807e-57,3.292199948333696e-28,-8.24126709456633e-59,2.582136561497228e-51,2.5416252268760263e-34,8.80881300051766e-39,-3.1414228082577593e-58,3.267069943380376e-38,-1.002566579192348e-55,2.513913598684973e-15,1.0723558329564491e-28,-5.263985773502402e-29,-1.99531123768548e-42,4.617116843938125e-40,-3.60001696012524e-28,4.641415959625015e-43,2.2511739760469194e-42
7.253737368501935e-11,0.0005284065757894736,0.1557,0.0,0.001470006198076155,0.6423574528227624,0.2019,-6.4070948829356316e-52,4.8598522376524127e-20,9.693235679537472e-30,-1.7879179389657198e-41,3.1747486586320415e-36,2.032359746667296e-58,8.509435446974462e-05,1.571482518695215e-30,-9.732505378851345e-20,4.8726531410417425e-20,-3.5254006539312804e-28,-9.027866453996513e-57,-1.2644723939211389e-28,-2.5353859893439154e-58,-1.059951997837995e-50,7.202710095976049e-34,8.766565193399842e-38,-1.9175209781535736e-57,9.953719903718283e-38,1.8457672550785038e-55,2.5277863553929232e-15,2.983277069118937e-28,1.1514243872043682e-28,3.2636874425902545e-41,5.475963589817005e-40,5.582319984454014e-29,2.8332135290472094e-43,2.297059684815676e-42
7.294310886522683e-11,0.0005284065757894736,0.1557,0.0,0.0014699129124215939,0.6423574061799352,0.2019,-2.7642551595918747e-50,-1.4026703826285857e-19,-1.2695688836489677e-29,3.6632445472023954e-42,2.7886535715602106e-36,2.5248908694059185e-58,8.518764012429036e-05,-4.5356755694423775e-30,2.809034549455984e-19,-1.4063641667820445e-19,3.609391864385599e-28,-1.3948839388723389e-56,-2.380792363295442e-28,4.534134139782047e-59,-5.398296834110721e-50,-4.33761565894125e-34,-8.178672651098394e-38,-2.4661455626346463e-57,8.7432054097286e-38,1.4793531882358823e-54,2.5416582224924576e-15,-4.0568874600571095e-28,-5.355684112784281e-29,1.095330389012911e-40,5.3665197653062536e-40,3.4908175683243897e-28,3.621155569425813e-43,2.321638044035159e-42
7.33488440454343e-11,0.0005284065757894736,0.1557,0.0,0.0014698213525802873,0.6423573604000145,0.2019,-6.873559140881057e-50,4.0570679068189494e-19,-2.6711610000085364e-30,1.7450302609822674e-40,9.271664607126979e-37,3.039446224998988e-58,8.527919996558594e-05,1.3118932608345512e-29,-8.12481721539367e-19,4.0677493084435033e-19,7.64506455358433e-29,4.402068027368527e-56,3.7550028079142788e-28,2.456494878860434e-57,-4.308619504008159e-50,1.7827726276764558e-34,-4.2063579522074025e-39,1.0761578767656649e-56,2.9069321335665876e-38,2.214358355829014e-54,2.555529216433547e-15,3.0725187851764294e-29,-7.619794739959145e-29,5.205538756423877e-42,4.840860686417583e-40,-4.0380718500449756e-28,5.00585148377348e-43,2.4023244837864447e-42
7.375457922564178e-11,0.0005284065757894736,0.1557,0.0,0.0014697314883110948,0.64235731546788,0.2019,8.487360570257535e-50,-1.1759087247202312e-18,1.2542960232518747e-29,4.544128175747341e-40,3.3396215881052553e-36,2.807615966551047e-58,8.53690642347566e-05,-3.8024166888956286e-29,2.3549126685272693e-18,-1.1790039437690202e-18,-4.983968077091299e-28,2.5124926503434254e-55,-9.816304921194107e-29,6.453442430060945e-57,4.135345165798312e-49,8.730617010564685e-34,1.091770014277919e-37,5.269461220136524e-56,1.047064282365873e-37,-8.521099837466065e-54,2.5693993533775766e-15,4.468503208142759e-28,1.340099475998163e-28,-9.981929780597262e-40,5.812909943435821e-40,3.1557516640439885e-30,2.8916839181427353e-43,2.4538521011735217e-42
7.407505506397006e-11,0.0005284065757894736,0.1557,0.0,0.0014696616866791783,0.642357280567064,0.2019,4.620329148132059e-49,-1.2618766293849575e-18,3.243785177946382e-28,5.498046546384482e-40,6.669261894821559e-36,2.4761306734232735e-58,8.543886586665469e-05,-4.0733682499808353e-29,2.5227214732337615e-18,-1.2608448438080748e-18,-2.7645120253242076e-28,5.209400598734166e-55,-8.634566584677082e-28,8.028259043559911e-57,5.920221508808037e-49,-4.950788279658771e-34,-1.3450348888392597e-38,1.1222207097969534e-55,2.0909981205255286e-37,-1.922180288775327e-53,2.5803542876065296e-15,-2.747668673539188e-29,5.013726295956264e-30,-1.8552665763073013e-39,6.877222134873198e-40,8.379927918642003e-28,-4.498476954882391e-45,2.4290082593977944e-42
7.439553090229835e-11,0.0005284065757894736,0.1557,0.0,0.001469592909837111,0.6423572461786431,0.2019,8.780692760058382e-49,-1.3216350958005545e-19,9.89334893178878e-28,5.201567418906755e-40,7.736082445067621e-36,2.4113239799853933e-58,8.550764270870727e-05,-4.107506936940681e-30,2.5439341236023516e-19,-1.222299027760718e-19,-3.9754019118110795e-28,8.346320344336745e-55,-1.3023762908325247e-27,7.617552969434904e-57,3.300435333084725e-49,-2.889238353829856e-33,-7.770692876506159e-38,1.7713786086349315e-55,2.42547588086212e-37,-2.3121820495463174e-53,2.5913087047804175e-15,-2.560531651794087e-29,-9.985335457472845e-30,-2.1170630100991835e-39,6.603576615907556e-40,7.461751221532611e-28,-4.543239116154061e-43,2.3706955128752463e-42
7.471600674062663e-11,0.0005284065757894736,0.1557,0.0,0.001469525143494238,0.6423572122954715,0.2019,1.0848463081420655e-48,2.7885811440335775e-20,1.3913146801012238e-27,5.089364130128805e-40,6.092802073759422e-36,2.55667377359324e-58,8.557540905156568e-05,1.1147579990012116e-30,-6.902982036504873e-20,4.1144008923604585e-20,-5.116620332175275e-28,1.1624483733995572e-54,-1.161621798268701e-27,7.368597858819708e-57,2.2198357826707847e-50,-4.8527627256991466e-33,-1.0974351554548832e-37,2.2529161406645172e-55,1.910262562429073e-37,-2.14706501015442e-53,2.6022626124931284e-15,1.3662258313893645e-28,5.419018216047349e-29,-1.998859222299234e-39,4.5341735394378446e-40,9.116123268004256e-29,-1.2153822077724721e-42,2.281252769650687e-42
7.503648257895491e-11,0.0005284065757894736,0.1557,0.0,0.0014694583735365997,0.6423571789104927,0.2019,1.0701630093307307e-48,-6.804129189874957e-19,1.3347243066617071e-27,5.677355609554393e-40,4.038604701493733e-36,2.63330338604359e-58,8.564217900918495e-05,-2.1749199145514867e-29,1.3469825096130766e-18,-6.665695906038233e-19,-2.1480417898551275e-28,1.515912119776324e-54,-8.006665655688701e-28,8.309717730506245e-57,-2.940446689620201e-50,-5.824448694067977e-33,-1.5103283176026206e-37,2.6527151800775042e-55,1.2662154584184788e-37,-1.9210428831140263e-53,2.6132160182325747e-15,-9.30882001666319e-29,-2.637366762262677e-29,-1.901454252214114e-39,1.5994788784240552e-40,-1.9978587387758866e-28,-2.3393952629429475e-42,2.1125202379019063e-42
7.535695841728319e-11,0.0005284065757894736,0.1557,0.0,0.00146939258602548,0.6423571460167371,0.2019,1.021563028566431e-48,-1.6315302006159607e-19,1.1911171188934061e-27,6.083979499576358e-40,2.908912329142094e-36,2.5746694907744956e-58,8.570796652029159e-05,-4.976108331324962e-30,3.081935486768441e-19,-1.4504052861026293e-19,-2.9134410048542164e-28,1.8742110439022977e-54,-8.295885580348084e-28,8.871160112695051e-57,5.364383347662882e-50,-6.443961382739549e-33,-1.5832834409382998e-37,3.2385351985538468e-55,9.120260567796769e-38,-1.8702748648901321e-53,2.624168929382419e-15,-3.032328453190244e-29,-1.6863228891809036e-29,-1.9694087987324987e-39,-1.2814410497548814e-40,-2.2991505823576837e-29,-3.5950733260143776e-42,1.806358871138869e-42
7.567743425561147e-11,0.0005284065757894736,0.1557,0.0,0.001469327767195838,0.6423571136073222,0.2019,1.0157135457223121e-48,7.602468115621118e-19,1.2025747226820067e-27,5.673507174989034e-40,1.9303180755485852e-36,2.5394652171239e-58,8.577278534993025e-05,2.485368164643014e-29,-1.5392262387585439e-18,7.789794271715803e-19,-4.711314653412091e-28,2.192704363674329e-54,-1.0444302451202607e-27,8.175348174681247e-57,3.9962032343939494e-50,-7.541534229813879e-33,-1.827066399356943e-37,4.006909046929088e-55,6.052100312654639e-38,-1.804579548107665e-53,2.6351213532227878e-15,1.0671813713859702e-28,3.8147928718024575e-29,-1.9948468247046294e-39,-4.243948828712827e-40,1.6812846165559253e-28,-4.794409210203749e-42,1.3476733395886388e-42
7.599791009393975e-11,0.0005284065757894736,0.1557,0.0,0.0014692639034547478,0.6423570816754517,0.2019,9.850678686742593e-49,-4.2626660263237993e-20,1.3376964385371745e-27,5.147266859543987e-40,1.6486265818204388e-37,2.609759343835372e-58,8.583664909101121e-05,-1.1698765785357025e-30,7.246204927326312e-20,-2.983538900885917e-20,-2.9602614801092934e-28,2.4781288333331147e-54,-1.0135293916780292e-27,7.499206453003236e-57,-5.180251125708264e-50,-9.086943228861782e-33,-2.252304169378097e-37,4.604148282193221e-55,5.169137015788787e-39,-1.5813428957135736e-53,2.646073296931096e-15,-7.06958967409655e-29,-2.126677036544211e-29,-1.8473766091055506e-39,-7.949724327146812e-40,6.383085526356714e-29,-6.099137757136253e-42,7.568819954742096e-43
7.631838593226803e-11,0.0005284065757894736,0.1557,0.0,0.001469200981379967,0.6423570502144142,0.2019,9.163648226892832e-49,-8.929564305347307e-19,1.3941027499657365e-27,5.193733844560324e-40,-2.3163859364848183e-36,2.70429622955817e-58,8.589957116577258e-05,-2.862337017489191e-29,1.7727136840858716e-18,-8.797572535225186e-19,-3.208874178674683e-28,2.785525383952081e-54,-9.318688122167077e-28,7.593327285231222e-57,-7.094650553703193e-50,-1.0497294743898456e-32,-2.5860788440805902e-37,4.919963711976515e-55,-7.262481527494661e-38,-1.3578402657887268e-53,2.6570247675842873e-15,-2.3784465130523014e-29,-1.1076228147613904e-29,-1.681720405667585e-39,-1.2644622352122602e-39,-1.064753266537819e-28,-7.700836238015196e-42,3.0376060426240075e-44
7.663886177059632e-11,0.0005284065757894736,0.1557,0.0,0.0014691389877184173,0.6423570192175837,0.2019,8.72660548298071e-49,-4.435344960608098e-19,1.311443911023763e-27,5.660207854186415e-40,-4.992920099034341e-36,2.7552246031920597e-58,8.596156482730138e-05,-1.3963200513427028e-29,8.647856976676865e-19,-4.212512015929096e-19,-3.559618863458457e-28,3.140903072748003e-54,-9.031046047877737e-28,8.237596976922743e-57,-7.945759192283848e-51,-1.1583370611089016e-32,-2.8625145720876014e-37,5.183321436268437e-55,-1.56541510156173e-37,-1.2824891245540942e-53,2.6679757721602293e-15,2.1542143021487294e-29,5.90279774021447e-30,-1.650320496626765e-39,-1.8009684648602514e-39,-7.981077183775581e-29,-9.512011963040333e-42,-8.716750894473366e-43
7.692729002509177e-11,0.0005284065757894736,0.1557,0.0,0.0014690839763977384,0.6423569917119233,0.2019,8.74988350796319e-49,2.964838775650575e-20,1.2766022780690004e-27,5.8732589719079634e-40,-7.368887726829825e-36,2.778504789617413e-58,8.601657614796659e-05,1.3955505591082261e-30,-8.640988933606935e-20,5.676150157816807e-20,-2.4702511478793314e-28,3.465679243804975e-54,-8.975086118381107e-28,8.585835545870304e-57,1.7657272080090365e-50,-1.2552660001287867e-32,-3.1031164842139846e-37,5.574051487360608e-55,-2.3103462192602157e-37,-1.2698121082364859e-53,2.67783128347053e-15,-9.352606913944441e-29,-3.0260578177391767e-29,-1.680083912172275e-39,-2.3095667610682882e-39,-8.269343547589804e-30,-1.1142723231813437e-41,-1.8641550473808587e-42
7.721571827958723e-11,0.0005284065757894736,0.1557,0.0,0.0014690296970660912,0.6423569645722574,0.2019,8.81131746643214e-49,-2.5298934054276627e-19,1.3119484647600689e-27,5.859537707275585e-40,-9.908162096921795e-36,2.820897076657016e-58,8.607085547960211e-05,-7.742811989159805e-30,4.7954724620672235e-19,-2.265579056562154e-19,-3.4277432379596143e-28,3.771632310838713e-54,-9.535238477729866e-28,8.556738028643215e-57,-3.06282789804893e-51,-1.368798314041923e-32,-3.37639228460178e-37,6.029446783220203e-55,-3.1064785220072484e-37,-1.220262026463032e-53,2.68768642777962e-15,-5.119792978361412e-30,-2.039437616639204e-30,-1.6718921297998787e-39,-2.8502306782664536e-39,-8.477364047689396e-30,-1.2765738740422533e-41,-3.0238463051659265e-42
7.750414653408269e-11,0.0005284065757894736,0.1557,0.0,0.0014689761404072135,0.6423569377939281,0.2019,8.646757359787132e-49,-4.1425161208387337e-19,1.447548602559485e-27,5.5820955288355044e-40,-1.2670467890293877e-35,2.887894072359138e-58,8.612441213847285e-05,-1.299505230296103e-29,8.048273623596751e-19,-3.9057575026281265e-19,-7.243595751159044e-28,4.044603096095881e-54,-1.227266744344399e-27,7.93449753882274e-57,-3.4578465914452114e-50,-1.510052872300168e-32,-3.7190246205910916e-37,6.53411686698268e-55,-3.972537329845762e-37,-1.1304393219412099e-53,2.697541209972419e-15,3.2036482958536617e-28,1.0715809685366432e-28,-1.6381319076438502e-39,-3.4357654620009556e-39,7.656990443956135e-29,-1.4445346904458763e-41,-4.351824239365699e-42
7.779257478857815e-11,0.0005284065757894736,0.1557,0.0,0.0014689232972119512,0.6423569113723304,0.2019,8.321395525125779e-49,1.2241307637375134e-19,1.6557038926849686e-27,5.110297564449441e-40,-1.5738969562446102e-35,2.953562658851115e-58,8.617725533373358e-05,4.301926883969567e-30,-2.664115991244886e-19,1.4399852274642357e-19,-4.89614094447112e-28,4.2858237648798933e-54,-1.33344470165947e-27,7.359208619052296e-57,-3.5824670159665497e-50,-1.6656624163689017e-32,-4.127377187807529e-37,7.01120879913227e-55,-4.9345969868661295e-37,-1.0431163166214705e-53,2.7073956348715874e-15,1.85342172831591e-29,4.773382251677232e-30,-1.6320900992212368e-39,-4.0897081828760365e-39,1.440639771662343e-28,-1.6313321065304735e-41,-5.84680541288134e-42
7.80810030430736e-11,0.0005284065757894736,0.1557,0.0,0.0014688711583773241,0.6423568853029129,0.2019,8.01076312637532e-49,4.443374107975055e-19,1.7878732469782014e-27,4.8221893216296905e-40,-1.9139500063766815e-35,2.9762871224243685e-58,8.622939416835813e-05,1.4654535362752933e-29,-9.075718260460717e-19,4.632344152338951e-19,2.616323213169951e-28,4.526554981712121e-54,-9.742487763730603e-28,7.540935767567203e-57,-9.113264052722895e-51,-1.7915667138629506e-32,-4.454997443225589e-37,7.383222989644329e-55,-6.000756844228263e-37,-9.914677942447307e-54,2.717249707238045e-15,-6.943778435168055e-28,-2.363402473424517e-28,-1.6549360678404045e-39,-4.8104072331466446e-39,-1.4452076519978415e-28,-1.833920345718816e-41,-7.52430372366936e-42
7.836943129756906e-11,0.0005284065757894736,0.1557,0.0,0.0014688197149056274,0.6423568595811772,0.2019,7.966700527365811e-49,-7.014850650498047e-20,1.604060154422972e-27,4.9638654800538174e-40,-2.2840849485725014e-35,3.006144030878359e-58,8.628083764004352e-05,-1.9945485393449203e-30,1.235386869301948e-19,-5.339018042323736e-20,-3.6247068125297454e-28,4.7994878457988196e-54,-9.323283690077502e-28,7.29923304343785e-57,1.4263288339960775e-50,-1.8843737503563927e-32,-4.689549033303339e-37,7.612682752666051e-55,-7.161231753708347e-37,-9.843469190168516e-54,2.7271034317718962e-15,1.6734255964695966e-29,1.0509045322871923e-29,-1.6844895787106035e-39,-5.583771327142387e-39,-3.3648553767473815e-28,-2.0423938751613103e-41,-9.39933651619576e-42
7.865785955206452e-11,0.0005284065757894736,0.1557,0.0,0.0014687689579035552,0.6423568342026761,0.2019,8.090768300301034e-49,-4.025184358572282e-19,1.3684372808592734e-27,5.243383885452694e-40,-2.6852059723148453e-35,3.1543633911132297e-58,8.633159464210206e-05,-1.2720628383923156e-29,7.878272145412263e-19,-3.8530877867129457e-19,-1.7460791867191566e-27,5.091841669283855e-54,-1.639862568830251e-27,6.287897342289253e-57,1.6810917007332346e-50,-2.0283953369168106e-32,-5.071280628899875e-37,7.813327504886729e-55,-8.418856601889428e-37,-9.741994841484746e-54,2.7369568131136107e-15,1.316708380463188e-27,4.455961061492297e-28,-1.698929887846793e-39,-6.413095823531388e-39,2.552203002445604e-28,-2.2572167237124133e-41,-1.1478549935067535e-41
