Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420)
2.964603655531808e-10,0.0005284065757894736,0.1557,0.0,0.0011211362998069113,0.6423647164462001,0.20153660281313174,3.6709098671492755e-20,4.313543187283167e-25,7.50455486671833e-13,4.6644123982398087e-32,8.268957458052185e-17,3.63644088890793e-24,7.056706561540524e-05,1.872430694926129e-20,7.8100480947134925e-28,2.348623444007605e-25,0.0003633971446708906,9.481597059321077e-26,4.043257659685222e-11,1.0915504913063515e-36,8.364596212510668e-35,1.479984112332139e-14,2.924312119018311e-20,3.3236492206283038e-46,2.5921342073682026e-18,1.553723703198706e-15,8.898314880287862e-15,9.961932599866748e-13,8.019902375470317e-16,8.20567117823724e-36,1.3500483424487313e-19,2.384462119246884e-24,8.317087397095759e-23,1.3135023464008627e-15,1.553331633452298e-15,1.0073336223383091e-19,3.4668500446254363e-19
2.979165393265434e-10,0.0005284065757894736,0.1557,0.0,0.0011197320479266223,0.642364759889846,0.20153511167362423,3.735218673653769e-20,4.382912919960215e-25,7.56064593788209e-13,4.773861639630796e-32,8.362154453128174e-17,3.724076533801509e-24,7.048017799090548e-05,1.8743606929426467e-20,7.868626428604456e-28,2.3793287996671125e-25,0.0003648882838491361,9.606694922905217e-26,4.075314982049493e-11,1.1049643083971569e-36,8.47142757429895e-35,1.4988747387971268e-14,2.74996378920661e-20,3.380503817426254e-46,2.621344403334977e-18,1.572148297916738e-15,8.936263236222992e-15,9.990296454940076e-13,8.033260442259113e-16,8.368626504819401e-36,1.3730252261729438e-19,2.3781504432419763e-24,8.411486367368896e-23,1.3143751072693552e-15,1.5717454039010509e-15,1.0331741167746414e-19,3.5558668592936653e-19
2.99372713099906e-10,0.0005284065757894736,0.1557,0.0,0.0011183301012259736,0.6423648032636509,0.2015336229789786,3.800287746054627e-20,4.45293176764089e-25,7.616773729724884e-13,4.885109532645702e-32,8.463524568721472e-17,3.807780955478083e-24,7.039343004866901e-05,1.8761914116203943e-20,7.9488289401987565e-28,2.4101788764050827e-25,0.0003663769781649912,9.732423366320685e-26,4.107426495222631e-11,1.1184235844403296e-36,8.574761334805797e-35,1.517882841625812e-14,3.084551424508984e-20,3.4379690911777248e-46,2.6531169384199627e-18,1.5906788788169688e-15,8.974164073819573e-15,1.001851176372958e-12,8.046459724832557e-16,8.533750709823458e-36,1.3962502774792654e-19,2.4362832293499946e-24,8.507652677935884e-23,1.3152189883166437e-15,1.5902649405529617e-15,1.0595236534361252e-19,3.64663970050545e-19
3.0082888687326856e-10,0.0005284065757894736,0.1557,0.0,0.0011169304558202493,0.6423648465676927,0.20153213672515294,3.866121439966166e-20,4.523560392430321e-25,7.672937015118259e-13,4.998407901596133e-32,8.553455413655964e-17,3.901302209848666e-24,7.030682163145718e-05,1.8779042521953335e-20,8.0215306526352595e-28,2.441132103648893e-25,0.0003678632316603481,9.85877536316907e-26,4.1395916573672846e-11,1.131930209995599e-36,8.68577518667467e-35,1.5370298986474874e-14,2.5966412780383638e-20,3.4960949743814737e-46,2.6813027853939127e-18,1.609315204940711e-15,9.012017471075276e-15,1.0046579104040288e-12,8.059501217258601e-16,8.701090005213196e-36,1.419723984269263e-19,2.3912545442423248e-24,8.602641791088706e-23,1.316034238302497e-15,1.6088899994547675e-15,1.0863890713018896e-19,3.7391922211136867e-19
3.0228506064663114e-10,0.0005284065757894736,0.1557,0.0,0.0011155331078355922,0.6423648898020524,0.20153065290811212,3.932724101034574e-20,4.5948826495491915e-25,7.729134577508041e-13,5.113387128000551e-32,8.663850164445544e-17,3.9822352825034676e-24,7.022035257805074e-05,1.8795324147541602e-20,8.088182050080566e-28,2.472270187474375e-25,0.0003693470483703966,9.985743736797806e-26,4.171809706839404e-11,1.145483735130857e-36,8.786180513129707e-35,1.5562807355960166e-14,3.4730305056825614e-20,3.554795146423758e-46,2.715904468701418e-18,1.6280570327787624e-15,9.04982350585639e-15,1.0074499051621675e-12,8.072385907859101e-16,8.870632766763986e-36,1.4434480210244107e-19,2.5161637728693422e-24,8.70119760760934e-23,1.31682110412412e-15,1.6276203340831817e-15,1.1137772524476464e-19,3.833548229253726e-19
3.037412344199937e-10,0.0005284065757894736,0.1557,0.0,0.0011141380534087206,0.6423649329668125,0.20152917152382793,4.0001000648338295e-20,4.666791542731371e-25,7.785365210837967e-13,5.230254392687681e-32,8.741365537227362e-17,4.088188678158983e-24,7.013402272352166e-05,1.8810234044607492e-20,8.148511766966348e-28,2.5034839634705126e-25,0.00037082843232317793,1.0113321523647152e-25,4.2040802560870036e-11,1.1590816090969664e-36,8.90605222255747e-35,1.5756939658074803e-14,2.0293768895384574e-20,3.6139705373773525e-46,2.7401973957728753e-18,1.6469041163116259e-15,9.0875822558982e-15,1.0102272180233905e-12,8.085114779379511e-16,9.042298910155367e-36,1.4674220969312688e-19,2.3537779912119453e-24,8.79544847625996e-23,1.3175798308829024e-15,1.6464556953853717e-15,1.1416951212856503e-19,3.9297316772132635e-19
3.051974081933563e-10,0.0005284065757894736,0.1557,0.0,0.0011127452886866911,0.6423649760620572,0.201527692568279,4.068253656763212e-20,4.739419940158208e-25,7.841627719469095e-13,5.349061436325779e-32,8.877501854529853e-17,4.154482203893682e-24,7.004783189944197e-05,1.882470347968322e-20,8.252565157149307e-28,2.534903878395259e-25,0.0003723073875403609,1.0241501383401739e-25,4.2364022922964184e-11,1.172719133365222e-36,8.995090041116128e-35,1.5951687697374646e-14,4.62601905283485e-20,3.674010354971067e-46,2.7828694403100703e-18,1.665856207047022e-15,9.125293798805325e-15,1.0129899061642194e-12,8.09768880869067e-16,9.216328039552495e-36,1.4916492113031174e-19,2.689285828187965e-24,8.898807044604433e-23,1.318310661835849e-15,1.6653958318162386e-15,1.1701496488538713e-19,4.027766674510958e-19
3.066535819667189e-10,0.0005284065757894736,0.1557,0.0,0.0011113548098266274,0.6423650190878721,0.20152621603745083,4.137189191946468e-20,4.812534954708378e-25,7.897920918108472e-13,5.470013852260653e-32,8.911421264072901e-17,4.29518921420368e-24,6.996177993415745e-05,1.8837126997244316e-20,8.272394763635797e-28,2.566295415848596e-25,0.0003737839180359848,1.0370276599778079e-25,4.268775902576438e-11,1.18640891798972e-36,9.139830760645731e-35,1.614882173510391e-14,2.514074567409952e-22,3.734348817799592e-46,2.793493497344962e-18,1.6849130540613064e-15,9.1629582120521e-15,1.0157380265519897e-12,8.11010896779124e-16,9.392434903508694e-36,1.5161266463849564e-19,2.1413542937771053e-24,8.987811583999723e-23,1.3190138385138202e-15,1.6844404893805303e-15,1.1991478418335074e-19,4.127677466421813e-19
3.079641383627452e-10,0.0005284065757894736,0.1557,0.0,0.0011101053300963696,0.6423650577518152,0.20152488922952916,4.1999032931840805e-20,4.878616579896211e-25,7.948610065470589e-13,5.58006188596091e-32,8.875295308594488e-17,4.470304054560479e-24,6.988445174532341e-05,1.8846788382763465e-20,8.285299911094992e-28,2.5943855449228283e-25,0.00037511072565770705,1.0486672887985288e-25,4.297955643580533e-11,1.1987623968064517e-36,9.061834856409902e-35,1.6327934909089502e-14,3.008369642471759e-20,3.784581097253427e-46,2.78215730871932e-18,1.702153573661787e-15,9.196815952042377e-15,1.0181989264011733e-12,8.121156350279821e-16,9.552253814304004e-36,1.5383696775244683e-19,1.2540967004611544e-24,9.04035692969971e-23,1.3196232512723336e-15,1.7016698348828381e-15,1.2257168804958092e-19,4.2192211573385345e-19
3.0914363911916893e-10,0.0005284065757894736,0.1557,0.0,0.0011089823764541319,0.6423650925013946,0.2015236967764535,4.256893088308386e-20,4.938345004499964e-25,7.994250036307061e-13,5.679676844031082e-32,8.900566339157039e-17,4.588365156838135e-24,6.981495231417502e-05,1.8855391118075578e-20,8.329577264616535e-28,2.6195675056916174e-25,0.000376303178463308,1.0591825674276558e-25,4.324251791622855e-11,1.209907307721368e-36,9.065414238093201e-35,1.648943839032638e-14,3.057548900857366e-20,3.824605630333534e-46,2.7900716067600337e-18,1.7177422608874302e-15,9.227255378482537e-15,1.020403720785397e-12,8.130993679512365e-16,9.697075171676383e-36,1.558562519513568e-19,1.19279493749386e-24,9.071973294740142e-23,1.3201528802394507e-15,1.7172482985721929e-15,1.2500146939473686e-19,4.3029412604939514e-19
3.1032313987559265e-10,0.0005284065757894736,0.1557,0.0,0.00110786091576515,0.6423651272055786,0.2015225059071214,4.31440355462263e-20,4.998591615109857e-25,8.03990806889582e-13,5.780284837855809e-32,9.114066114858537e-17,4.573730402481871e-24,6.974554367338072e-05,1.8865235659355674e-20,8.4144156405731e-28,2.644932200607263e-25,0.0003774940475255416,1.0697356891344174e-25,4.35057960881293e-11,1.221078795450759e-36,9.335639390363801e-35,1.6649844802255647e-14,1.1647397450116314e-20,3.867157115835794e-46,2.857000685740247e-18,1.7333992247734153e-15,9.25766402047862e-15,1.0225990579124171e-12,8.14073176355347e-16,9.843439147617007e-36,1.5789243450668771e-19,2.7984095585092367e-24,9.126004854153896e-23,1.3206647887708066e-15,1.7328948791166475e-15,1.2746818125230856e-19,4.387935686210438e-19
3.115026406320164e-10,0.0005284065757894736,0.1557,0.0,0.001106740946005574,0.6423651618644155,0.20152131661941247,4.3724369651877246e-20,5.059568058256721e-25,8.085583552856377e-13,5.882911151116412e-32,9.360476243743426e-17,4.536819942287332e-24,6.967622572635106e-05,1.8874747846370626e-20,8.555890336030817e-28,2.6706892631390646e-25,0.00037868333496439633,1.0803270590740717e-25,4.376939434867105e-11,1.2322641983402617e-36,9.566033272944267e-35,1.6810698034003865e-14,3.0738002320073837e-20,3.919705936221817e-46,2.9342479701283152e-18,1.749124327481223e-15,9.288041918954765e-15,1.0247849676786414e-12,8.15037110819059e-16,9.992043628421057e-36,1.5994580465850645e-19,4.223806704804779e-24,9.231130628164646e-23,1.3211591018585471e-15,1.7486094369906058e-15,1.2997220381556397e-19,4.474217592910279e-19
3.126821413884401e-10,0.0005284065757894736,0.1557,0.0,0.0011056224651554963,0.6423651964779542,0.20152012891120918,4.4309955884537455e-20,5.121194222150593e-25,8.13127588211873e-13,5.987895852519598e-32,9.482310491554113e-17,4.590005655394171e-24,6.960699837546513e-05,1.888235365194214e-20,8.652614910451014e-28,2.6967541771121626e-25,0.0003798710428969495,1.0909562213180637e-25,4.403331632258829e-11,1.2434830003455391e-36,9.684725026537198e-35,1.69736784816482e-14,3.1133130518063487e-20,3.979961458082293e-46,2.972437188276017e-18,1.7649174301770505e-15,9.318389114779654e-15,1.0269614798889544e-12,8.159912217469513e-16,1.0142889428720002e-35,1.6201625048479453e-19,4.1131079315204706e-24,9.364716748802187e-23,1.3216359437842003e-15,1.764391831685398e-15,1.3251391958973003e-19,4.561800212697413e-19
3.138616421448638e-10,0.0005284065757894736,0.1557,0.0,0.0011045054711988928,0.6423652310462441,0.20151894278039686,4.490081688224763e-20,5.183255553572886e-25,8.176984454894238e-13,6.094498024591162e-32,9.521700512214338e-17,4.7032775797807365e-24,6.953786152210655e-05,1.888850029430225e-20,8.677817338939774e-28,2.7229077593458607e-25,0.00038105717343796627,1.1016221003296959e-25,4.4297557049776146e-11,1.2547357015917433e-36,9.740714727618515e-35,1.7138332887363152e-14,3.099989344829535e-20,4.039790504375938e-46,2.984777758901611e-18,1.7807783930518283e-15,9.348705648766634e-15,1.029128624266968e-12,8.169355592596422e-16,1.0295378875977682e-35,1.6410354803914943e-19,3.3030877145333377e-24,9.485407442425634e-23,1.322095438051926e-15,1.780241921723148e-15,1.3509371315572121e-19,4.650696853757669e-19
3.1504114290128755e-10,0.0005284065757894736,0.1557,0.0,0.0011033899621235698,0.6423652655693346,0.20151775822486379,4.5496975236320464e-20,5.245698548448398e-25,8.222708673650443e-13,6.202062037193678e-32,9.570310946685757e-17,4.81122985444667e-24,6.946881506672596e-05,1.8894124765364592e-20,8.717364003314236e-28,2.7490940366690956e-25,0.0003822417286994564,1.112323930149524e-25,4.456210948455324e-11,1.2660080263989481e-36,9.792556376741033e-35,1.7303714243605675e-14,3.137948188957168e-20,4.095579873069632e-46,3.0000090645983925e-18,1.7967070753548554e-15,9.378991561673786e-15,1.0312864304539514e-12,8.17870173220413e-16,1.0449191004619284e-35,1.6620771920518855e-19,2.801765307382633e-24,9.584490341203727e-23,1.3225377074025364e-15,1.7961595646687053e-15,1.377119707750253e-19,4.740920884828832e-19
3.1622064365771127e-10,0.0005284065757894736,0.1557,0.0,0.001102275935921093,0.6423653000472762,0.20151657524250108,4.609845349101482e-20,5.308535696639977e-25,8.268447945085789e-13,6.310599345190796e-32,9.650507765455714e-17,4.8979215958321085e-24,6.939985890890803e-05,1.8899456215807983e-20,8.776849543404418e-28,2.7753252805393783e-25,0.00038342471079033555,1.1230614029468655e-25,4.482696955833065e-11,1.2773032093474344e-36,9.88117182793018e-35,1.7469592080966605e-14,3.1475242159858957e-20,4.148767563420786e-46,3.0251434521829213e-18,1.8127033354106303e-15,9.40924689420404e-15,1.033434928003435e-12,8.187951133019327e-16,1.0604352578570263e-35,1.6832883052572465e-19,2.7400432271267277e-24,9.671345539745564e-23,1.3229628738753723e-15,1.8121446171438978e-15,1.4036908021826742e-19,4.832485724834923e-19
3.17400144414135e-10,0.0005284065757894736,0.1557,0.0,0.0011011633905867284,0.6423653344801198,0.20151539383120284,4.670527414316735e-20,5.371806284526443e-25,8.31420168010036e-13,6.420305528193291e-32,9.748647404434717e-17,4.973071264683507e-24,6.933099294742607e-05,1.890435889051073e-20,8.83589149116449e-28,2.801640997243575e-25,0.00038460612181652877,1.1338343348770075e-25,4.5092134755035064e-11,1.2886241087377537e-36,9.987189822427336e-35,1.7636106025647684e-14,3.176822722307864e-20,4.201748192200162e-46,3.0559032902163905e-18,1.8287670306256934e-15,9.439471687005289e-15,1.0355741463844987e-12,8.197104289524743e-16,1.07609999401129e-35,1.704669634200842e-19,2.8651138551246083e-24,9.75754772023484e-23,1.3233710588034211e-15,1.8281969348418864e-15,1.4306543092814682e-19,4.925404851233516e-19
3.185796451705587e-10,0.0005284065757894736,0.1557,0.0,0.0011000523241194071,0.6423653688679157,0.201514213988866,4.731745964198683e-20,5.435524152059252e-25,8.35996929377977e-13,6.53141270300121e-32,9.846494904408955e-17,5.049716750788372e-24,6.926221708026929e-05,1.8908652138822354e-20,8.89685633864818e-28,2.828054371396313e-25,0.00038578596388106647,1.1446424943927551e-25,4.535760277161294e-11,1.2999643503927605e-36,1.009567608362645e-34,1.780344401502262e-14,3.177079353394355e-20,4.256062270337606e-46,3.086571417989835e-18,1.844898017492638e-15,9.469665980670483e-15,1.0377041149833722e-12,8.20616169382147e-16,1.0919240752849591e-35,1.726221846603348e-19,2.9396810882717953e-24,9.848507438545988e-23,1.3237623828141639e-15,1.844316372535081e-15,1.4580141407766455e-19,5.019691804075752e-19
3.1975914592698244e-10,0.0005284065757894736,0.1557,0.0,0.0010989427345216682,0.6423654032107159,0.20151303571339024,4.793503238868466e-20,5.49967207129769e-25,8.405750205365326e-13,6.644104112568143e-32,9.938523755125041e-17,5.1317773278662444e-24,6.919353120469495e-05,1.891228621895771e-20,8.962828164677868e-28,2.8545469143589484e-25,0.0003869642390841389,1.1554855235343475e-25,4.562337077704321e-11,1.3113249737439176e-36,1.0196713630701504e-34,1.797166179619343e-14,3.210618540113506e-20,4.311756752755002e-46,3.1154151215751054e-18,1.8610961516034317e-15,9.499829815737723e-15,1.0398248631009046e-12,8.215123835909794e-16,1.1079123511116786e-35,1.747945328467225e-19,2.9245256780755918e-24,9.942594286934733e-23,1.3241369658212468e-15,1.8605027840902853e-15,1.485774226860454e-19,5.115360186574245e-19
3.2093864668340617e-10,0.0005284065757894736,0.1557,0.0,0.0010978346197996224,0.6423654375085719,0.20151185900267835,4.8558014736248666e-20,5.564244767261382e-25,8.451543838235319e-13,6.758319867208819e-32,1.0026714615209147e-16,5.217841910960633e-24,6.912493521726081e-05,1.8915288661841118e-20,9.018620096895784e-28,2.8811119633825595e-25,0.00038814094952308655,1.166362992146427e-25,4.5889435636546785e-11,1.3227140881016483e-36,1.0294487474814672e-34,1.8140738867590967e-14,3.2210159430001586e-20,4.3680416678836295e-46,3.143055390357554e-18,1.8773612876601754e-15,9.529963232690365e-15,1.0419364199532154e-12,8.223991203647565e-16,1.124062373311018e-35,1.7698403654398715e-19,2.8796230389304548e-24,1.003580020416135e-22,1.3244949270210611e-15,1.8767560224782295e-15,1.5139385161793296e-19,5.212423663650578e-19
3.221181474398299e-10,0.0005284065757894736,0.1557,0.0,0.0010967279779628867,0.6423654717615355,0.2015106838546358,4.9186428989028356e-20,5.62924166394065e-25,8.497349619870574e-13,6.873844714376341e-32,1.0115023686071016e-16,5.305083352267098e-24,6.905642901388209e-05,1.891770661166026e-20,9.065849242592004e-28,2.9077479399063333e-25,0.0003893160972923909,1.17727447985902e-25,4.615579414556428e-11,1.3341255559854947e-36,1.0392833711832685e-34,1.8310633507155346e-14,3.2353157297234376e-20,4.4243324221500444e-46,3.1707326007690558e-18,1.8936932794942696e-15,9.560066271957129e-15,1.044038814674925e-12,8.232764282443172e-16,1.140366293076632e-35,1.7919072536144752e-19,2.861721211716708e-24,1.0126424618303576e-22,1.3248363849171632e-15,1.893075939790946e-15,1.542510973835174e-19,5.310895960959725e-19
3.232976481962536e-10,0.0005284065757894736,0.1557,0.0,0.0010956228070245543,0.6423655059696594,0.201509510267171,4.9820297402524564e-20,5.6946437094475225e-25,8.543166981836896e-13,6.990748586296483e-32,1.0202610857282931e-16,5.3941772644116965e-24,6.89880124898597e-05,1.891953850058555e-20,9.132773690938418e-28,2.934434823528958e-25,0.00039048968448365985,1.188219587861474e-25,4.6422443319933086e-11,1.3455446055822569e-36,1.048919929107685e-34,1.848135366773418e-14,3.2586476473848715e-20,4.480580117433482e-46,3.1981833541937635e-18,1.9100919800752627e-15,9.590138973912186e-15,1.0461320763179149e-12,8.241443555448259e-16,1.1568238805619912e-35,1.8141464178559926e-19,2.8545261393008416e-24,1.021525301021833e-22,1.3251614573392749e-15,1.9094623872503386e-15,1.5714955809174123e-19,5.410790865130017e-19
3.2447714895267734e-10,0.0005284065757894736,0.1557,0.0,0.0010945191050011436,0.6423655401329962,0.20150833823819522,5.0459642183024755e-20,5.760459781938961e-25,8.588995359754337e-13,7.109149717230005e-32,1.0291443583418888e-16,5.48367887744661e-24,6.891968553992544e-05,1.8920809969062877e-20,9.204821079575722e-28,2.9611808386613035e-25,0.00039166171318565107,1.1991979571958278e-25,4.6689380070935184e-11,1.3569909657287057e-36,1.0586700301148015e-34,1.8652878549794807e-14,3.274686118053125e-20,4.537151665605103e-46,3.2260245014349465e-18,1.9265572415271515e-15,9.620181378875272e-15,1.0482162338461233e-12,8.250029504155814e-16,1.1734412328380661e-35,1.836558410294054e-19,2.85373565079975e-24,1.0304692343104575e-22,1.3254702614059633e-15,1.9259152152241347e-15,1.6008963375454074e-19,5.512122219497764e-19
3.2565664970910106e-10,0.0005284065757894736,0.1557,0.0,0.0010934168699125774,0.6423655742515986,0.20150716776562255,5.1104485487460933e-20,5.826718317190926e-25,8.634834193285398e-13,7.228807905882102e-32,1.0378891780244511e-16,5.575511910651907e-24,6.885144805825896e-05,1.8921500781300293e-20,9.235179575738721e-28,2.9880137340610122e-25,0.0003928321854842587,1.210209217144044e-25,4.695660152152109e-11,1.3684836194639891e-36,1.0684780102419516e-34,1.8825234501396606e-14,3.2929979555488113e-20,4.5939423745903625e-46,3.2534314374654884e-18,1.9430889151332094e-15,9.65019352711174e-15,1.0502913161418978e-12,8.258522607718973e-16,1.1902142920942552e-35,1.8591435373030387e-19,2.8403144664907615e-24,1.0394003683271831e-22,1.3257629135244299e-15,1.9424342732320072e-15,1.6307172625006435e-19,5.614903924775231e-19
3.268361504655248e-10,0.0005284065757894736,0.1557,0.0,0.0010923160997821295,0.6423656083255197,0.2015059988473699,5.175484942301149e-20,5.893419556201384e-25,8.680682926100561e-13,7.349631669163147e-32,1.0467202990624399e-16,5.6680112712300765e-24,6.87832999385346e-05,1.892163955085455e-20,9.278827261523184e-28,3.014932684810573e-25,0.0003940011034625417,1.221253003683574e-25,4.7224104601304707e-11,1.3799649533573013e-36,1.0781359686890446e-34,1.8998397677459296e-14,3.3108055033810173e-20,4.651007508981707e-46,3.2811088288247903e-18,1.959686851352734e-15,9.68017545883269e-15,1.0523573520139772e-12,8.266923342069408e-16,1.2071400033054752e-35,1.8819024334872294e-19,2.8266094661765565e-24,1.0484210610386472e-22,1.3260395294790738e-15,1.959019409961756e-15,1.66096238555451e-19,5.719149947590944e-19
3.280156512219485e-10,0.0005284065757894736,0.1557,0.0,0.0010912167926364074,0.6423656423548134,0.20150483148135712,5.2410756046962696e-20,5.960456907326295e-25,8.726541005867433e-13,7.472321698210074e-32,1.0554343290665297e-16,5.7626882403716396e-24,6.871524107393745e-05,1.8921212593489234e-20,9.388389391270365e-28,3.041830115178133e-25,0.0003951684692007066,1.2323289258240068e-25,4.7491886438462896e-11,1.3914240385671154e-36,1.087912798256928e-34,1.917238833999123e-14,3.3293655340176667e-20,4.7084685263934925e-46,3.308418982073365e-18,1.9763508998261683e-15,9.710127214195023e-15,1.0544143701793883e-12,8.275232182042705e-16,1.2242281376691122e-35,1.9048351469803203e-19,2.8189183567890983e-24,1.0572639329467438e-22,1.3263002244082865e-15,1.9756704732755263e-15,1.6916357513743256e-19,5.82487431423692e-19
3.2919515197837223e-10,0.0005284065757894736,0.1557,0.0,0.0010901189465052931,0.6423656763395329,0.20150366566550676,5.3072227366265693e-20,6.02794426039861e-25,8.772407884211093e-13,7.596592724012887e-32,1.0643463227431307e-16,5.8572367927886016e-24,6.864727135721297e-05,1.892025772235495e-20,9.439913196563182e-28,3.068818972885849e-25,0.00039633428477613597,1.2434366158509286e-25,4.775994395405527e-11,1.4029936984933275e-36,1.0977254170534285e-34,1.9347173299559934e-14,3.346903650136076e-20,4.766284351508068e-46,3.336349681330911e-18,1.993080909397568e-15,9.740048833301571e-15,1.0564623992587659e-12,8.283449602011709e-16,1.2414864517370517e-35,1.9279425362164377e-19,2.824086721151144e-24,1.0661771204919087e-22,1.3265451126268064e-15,1.992387310230718e-15,1.7227414375790494e-19,5.932091095367923e-19
3.3037465273479595e-10,0.0005284065757894736,0.1557,0.0,0.0010890225594219335,0.6423657102797321,0.20150250139774437,5.373928533744859e-20,6.095915320007915e-25,8.818283016708054e-13,7.721451542333089e-32,1.073157283479808e-16,5.9538761283013045e-24,6.857939068067598e-05,1.891875146380694e-20,9.399635157855785e-28,3.0959336987349774e-25,0.0003974985522633641,1.254575690431164e-25,4.8028274347364003e-11,1.4146210855517293e-36,1.107519152116094e-34,1.9522782651931287e-14,3.3652847492354e-20,4.823706171405758e-46,3.363963486725828e-18,2.0098767281155115e-15,9.769940356201154e-15,1.0585014678188655e-12,8.291576070909751e-16,1.2588841192052362e-35,1.9512244192303623e-19,2.8347625208301388e-24,1.0749336546866693e-22,1.3267743078077635e-15,2.0091697670824483e-15,1.7542835351927006e-19,6.040814419904393e-19
3.315541534912197e-10,0.0005284065757894736,0.1557,0.0,0.001087927629422685,0.6423657441754653,0.2015013386759982,5.441195186615366e-20,6.164269848985809e-25,8.86416586284357e-13,7.847738687867261e-32,1.0822012136473591e-16,6.050146992006286e-24,6.851159893625883e-05,1.8916733175658134e-20,9.516797430455348e-28,3.1230708398235508e-25,0.0003986612737341129,1.2657457977713647e-25,4.829687456096383e-11,1.4260373466304454e-36,1.1174539555018802e-34,1.969918123015937e-14,3.382968089073943e-20,4.881616522236583e-46,3.392307590036159e-18,2.0267382032517188e-15,9.799801822888707e-15,1.0605316043568962e-12,8.299612053849689e-16,1.2764359078207003e-35,1.9746820119935876e-19,2.846846737454193e-24,1.0839102235836682e-22,1.3269879232803231e-15,2.0260176893002995e-15,1.786266114888053e-19,6.151058515540181e-19
3.327336542476434e-10,0.0005284065757894736,0.1557,0.0,0.0010868341545471102,0.6423657780267865,0.20150017749819935,5.509024880711389e-20,6.232831282782491e-25,8.910055886012401e-13,7.977185885952619e-32,1.0910730167745803e-16,6.1490387314671045e-24,6.844389601551249e-05,1.8914168662322295e-20,9.714746081040323e-28,3.150055211294901e-25,0.00039982245125726195,1.2769465598382788e-25,4.856574186962239e-11,1.4375124858746083e-36,1.12759068347155e-34,1.9876410057004224e-14,3.401415597155946e-20,4.940715629348509e-46,3.4201118975242562e-18,2.0436651813060105e-15,9.829633273305318e-15,1.0625528372194662e-12,8.307558022216742e-16,1.2941784398931914e-35,1.9983147256133354e-19,2.8568574300916712e-24,1.0927344881772162e-22,1.3271860714725056e-15,2.0429309215757497e-15,1.8186932843775978e-19,6.262837641310556e-19
3.339131550040671e-10,0.0005284065757894736,0.1557,0.0,0.0010857421328379204,0.64236581183375,0.2014990178622818,5.577419796364343e-20,6.302097980543467e-25,8.955952553468884e-13,8.106915810354278e-32,1.100206449926919e-16,6.247353737319917e-24,6.837628180965668e-05,1.89111072766483e-20,9.58517516961614e-28,3.1773826777526744e-25,0.0004009820868988933,1.2881776254049876e-25,4.883487320259797e-11,1.4494923143123654e-36,1.1373927920894607e-34,2.0054423657696677e-14,3.418974782767119e-20,4.9996532059479005e-46,3.448736361225061e-18,2.0606575080345597e-15,9.859434747338383e-15,1.0645651946884807e-12,8.315414443921619e-16,1.312085455980451e-35,2.0221242228999755e-19,2.8670323319990475e-24,1.1018200717757381e-22,1.3273688635736432e-15,2.05990930784781e-15,1.8515692540154244e-19,6.376166034641825e-19
3.3509265576049085e-10,0.0005284065757894736,0.1557,0.0,0.0010846515623409807,0.6423658455964104,0.2014978597661822,5.64638210876756e-20,6.371856712126482e-25,9.001855336335619e-13,8.235744704960746e-32,1.109112229591797e-16,6.348707258497511e-24,6.830875620957477e-05,1.8907506462438325e-20,9.478305648231886e-28,3.204844126093545e-25,0.0004021401827222506,1.2994386120781933e-25,4.910426590068907e-11,1.4611178555796445e-36,1.1473933426174206e-34,2.0233271714433186e-14,3.437531344318219e-20,5.0573799074285695e-46,3.476646935442672e-18,2.077715028430679e-15,9.889206284821597e-15,1.0665687051018095e-12,8.323181767198152e-16,1.3300811924548562e-35,2.0461093180557795e-19,2.879013523810907e-24,1.1106587042474597e-22,1.3275364110313231e-15,2.0769526912870083e-15,1.8848981595593225e-19,6.491058071339857e-19
3.3627215651691457e-10,0.0005284065757894736,0.1557,0.0,0.0010835624411052438,0.6423658793148228,0.20149670320784024,5.715913987918886e-20,6.441636107772395e-25,9.047763709546519e-13,8.369185381762813e-32,1.118352746766881e-16,6.448958377505089e-24,6.824131910586769e-05,1.8903428639395518e-20,9.961365623602693e-28,3.231957050802833e-25,0.0004032967407877944,1.310729168624222e-25,4.93739168670252e-11,1.4718745776822338e-36,1.1576996226985335e-34,2.041289547020027e-14,3.4549210974357704e-20,5.1176250259154266e-46,3.505606877774165e-18,2.094837586754087e-15,9.918947925535158e-15,1.0685633965936714e-12,8.330860451916537e-16,1.3482890368102454e-35,2.070272353250158e-19,2.892866813032775e-24,1.1198150907328935e-22,1.327688825406624e-15,2.0940609143209566e-15,1.91868398125785e-19,6.607528367669636e-19
