Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),CH2O*(19),CH3O*(20),CH3O2*(21),CH3OH*(22),CO2X(51),H2X(50),COX(60),CHOX2(61),SX(53),CH3OX(46),CH3X(55),CH4(41),CH2OX2(52),CHX(32),SX(406),SX(420)
4.085164262678603e-18,0.0005284065757894736,0.1557,0.0,0.0015551005368616066,0.6423999999952714,0.20189999999377042,2.441014871789754e-64,1.199462273286251e-91,2.6751016849755124e-46,5.764332068670509e-104,1.5666669434495322e-79,9.780857837938031e-104,9.45722364441551e-12,4.588792886352816e-49,9.993384226956178e-80,1.2044174773455703e-91,6.229590536139546e-12,7.464499788268936e-70,3.822894911076523e-35,2.8401199523294385e-91,1.4849026997577576e-94,3.4756513727857903e-53,2.472664464415418e-68,5.299927753458904e-132,4.911931717162725e-81,4.19583920444201e-52,1.4776912043772395e-22,1.1472609853507003e-23,7.498045022117224e-37,1.5899006685742221e-115,1.185655173482622e-72,1.6250697711515538e-78,1.2173255090212075e-91,1.2234326839098673e-48,4.59298872555726e-49,4.558227446554588e-84,1.353084060467894e-94
8.170329391116553e-18,0.0005284065757894736,0.1557,0.0,0.0015551005211747895,0.6423999999905428,0.20189999998754082,3.121464629533986e-62,6.1353784158804235e-89,5.3502133454992995e-46,1.143051095799711e-100,8.019885564366011e-77,2.0034505179045955e-100,1.891444903859013e-11,1.4669934361748316e-47,1.2779295265215743e-77,6.16072467456075e-89,1.2459182301661212e-11,9.54535553216184e-68,3.058417241899117e-34,1.4523335830806424e-88,7.595290701565889e-92,1.1122445359561228e-51,3.164438025790555e-66,4.203733965608249e-128,2.514454679752254e-78,2.6827189046951286e-50,2.955382702029011e-22,4.587142491654429e-23,1.1985081045529255e-35,6.329996697512086e-112,1.475930387590361e-70,4.159427077960456e-76,1.2463163233382749e-88,7.822273211098404e-47,1.4696761550795304e-47,2.3364769468624943e-81,2.7748375876193667e-91
1.6340659647992452e-17,0.0005284065757894736,0.1557,0.0,0.0015551004898011565,0.6423999999810855,0.20189999997508165,3.98772110530691e-60,3.135357147547078e-86,1.070161807105948e-45,2.3259557083943018e-97,4.104966182882893e-74,4.1023909298839176e-97,3.7828899063473256e-11,4.6853067700393906e-46,1.632644968788167e-75,3.1483096786018994e-86,2.491836556018316e-11,1.219453587735257e-65,2.447055246792144e-33,7.417476246212533e-86,3.881213382406101e-89,3.5596392096076305e-50,4.049280912078254e-64,3.4216007941576466e-124,1.287019789249155e-75,1.713595085264234e-48,5.910765637665183e-22,1.8333371638661925e-22,1.9138472674848348e-34,2.5769844494073982e-108,1.8860911804762196e-68,1.0644983913236619e-73,1.2758506211397198e-85,4.9964225251239276e-45,4.702442720892072e-46,1.1963034357659025e-78,5.681987040633778e-88
3.268132016174425e-17,0.0005284065757894736,0.1557,0.0,0.001555100427053894,0.6423999999621711,0.20189999995016328,5.084518127753881e-58,1.5993149070167038e-83,2.155470573896528e-45,4.737611936079064e-94,2.1010289224530145e-71,8.403231993090492e-94,7.565779605936646e-11,1.4935166911964325e-44,2.0819828809612888e-73,1.6059217173483474e-83,4.983673098714236e-11,1.5549051608202162e-63,1.958667527764256e-32,3.778926224424055e-83,1.9794568438220913e-86,1.1396659186679841e-48,5.181319064293418e-62,2.7877044965800465e-120,6.587303477102029e-73,1.0924374788095923e-46,1.1821531270268053e-21,7.32121728088672e-22,3.050157198747204e-33,1.0494740003166162e-104,2.415154701288832e-66,2.7241906171513528e-71,1.3060274674098304e-82,3.185178815178533e-43,1.504441065984579e-44,6.126884894162128e-76,1.1635997307266115e-84
4.902198067549605e-17,0.0005284065757894736,0.1557,0.0,0.0015551003643066357,0.6423999999432567,0.2018999999252449,3.383583603086877e-57,1.3765467318264796e-82,3.312505981653779e-45,5.021419166733694e-93,1.8287619451107833e-70,5.364463654059411e-93,1.1348669000137506e-10,6.998998275396578e-44,1.3795147101213348e-72,1.3822332517171622e-82,7.475509532401696e-11,1.030295123870179e-62,5.817140598919121e-32,3.2517453044166534e-82,1.7094034382583258e-85,5.453796178518736e-48,3.483460199148051e-61,3.5117772365047205e-119,5.733671626834053e-72,6.2262146625259396e-46,1.7732296664201467e-21,1.5539802486956489e-21,1.1607801574520229e-32,1.1367785773158072e-103,1.6241277882169955e-65,2.096766873851998e-70,1.2650699089780022e-81,1.8153347493658372e-42,7.061260422022175e-44,3.5039738729038596e-75,8.976061956482696e-84
6.536264118924785e-17,0.0005284065757894736,0.1557,0.0,0.0015551003015593814,0.6423999999243423,0.20189999990032653,1.4617337642576269e-56,8.026386168579366e-82,4.7224029921172764e-45,3.64492942135254e-92,1.092555793805498e-69,6.2370422135237e-92,1.513155808894875e-10,2.178690625671876e-43,6.12291225515939e-72,8.059543088985166e-82,9.96734585708086e-11,4.572383767051222e-62,1.2681222172358361e-31,1.8956026226070915e-81,9.820673346524301e-85,1.805598606622144e-47,1.602861371088279e-60,3.0586563661918514e-118,3.4254628780005845e-71,2.4327150620335126e-45,2.3643061819465434e-21,2.64811865400066e-21,3.1178943916927855e-32,9.308305188386709e-103,7.474431051229065e-65,1.0491226429424069e-69,8.167863365013926e-81,7.09284525400107e-42,2.2030177762923573e-43,3.023985998397812e-74,7.851203613063414e-83
9.804396221675144e-17,0.0005284065757894736,0.1557,0.0,0.0015551001760648827,0.6423999998865134,0.20189999985048981,1.3788581168584864e-55,1.6807859981850326e-80,1.0591139099825968e-44,1.3698078551261267e-90,2.5760430955899695e-68,5.570157889361084e-90,2.2697335549835982e-10,1.0705824251483059e-42,6.33056433166847e-71,1.6877292871064867e-80,1.4951018250603772e-10,4.724831863224208e-61,3.6849756355020322e-31,3.967075134684008e-80,1.8791054280711956e-83,1.0545357873828246e-46,1.9538753635839117e-59,1.8571549358113032e-116,8.076603543821403e-70,2.0311574099442318e-44,3.546459156985085e-21,5.4729760808928405e-21,1.2571271264413772e-31,4.8016714420188654e-101,9.113037789535e-64,1.3971346787625421e-68,2.1064387530453204e-79,5.921997311078776e-41,1.090893999247886e-42,1.0401066981808364e-72,5.767846031238861e-81
1.3072528324425503e-16,0.0005284065757894736,0.1557,0.0,0.0015551000505703997,0.6423999998486846,0.2018999998006531,6.156629139654186e-55,9.796122893270113e-80,2.7181936401236626e-44,1.0610618084960991e-89,1.6115167502644104e-67,5.028030148162088e-89,3.026311188768519e-10,3.3524815169085055e-42,2.7515705029089647e-70,9.836590168020843e-80,1.993469024326502e-10,2.0529333655691248e-60,8.067876127717124e-31,2.310835323614006e-79,1.0831667104792392e-82,3.510968496905566e-46,9.036489465639602e-59,1.845980732771516e-115,5.052548196265996e-69,7.969457102264819e-44,4.7286120442563725e-21,9.292569056720647e-21,3.396840156993204e-31,4.268025333650728e-100,4.216000124608417e-63,7.3319313476375796e-68,1.4009720439431754e-78,2.32352758037429e-40,3.4321760879317696e-42,6.504838228580293e-72,4.414533092805845e-80
1.6340660427175861e-16,0.0005284065757894736,0.1557,0.0,0.0015550999250759326,0.6423999998108557,0.20189999975081638,2.143589754750209e-54,4.4823145468500695e-79,7.553262659888605e-44,6.297188559085959e-89,7.775223049390337e-67,3.676214997116829e-88,3.782888702227146e-10,8.60058910516092e-42,9.686654576748095e-70,4.500830660422226e-79,2.4918361806432195e-10,7.223119840805501e-60,1.5157571905403628e-30,1.0567388049465366e-78,5.0543530792138816e-82,9.47527704761263e-46,3.3130057873893044e-58,1.4172843088334542e-114,2.4377462528594343e-68,2.497722336292831e-43,5.910764837491329e-21,1.417271657567036e-20,7.611186704379466e-31,2.990295404721534e-99,1.5460842287875325e-62,2.9491102025971586e-67,7.508465691995126e-78,7.2821260323592985e-40,8.850361338792348e-42,3.4274654241685238e-71,2.7724586472269087e-79
2.2876924632676584e-16,0.0005284065757894736,0.1557,0.0,0.0015550996740870487,0.642399999735198,0.20189999965114294,3.053979731469741e-53,2.0263560133028002e-77,9.384968180863555e-43,1.1195567140821947e-86,3.992417282788022e-65,4.787121885638844e-86,5.296043360602079e-10,4.811636734774478e-41,1.3745694894307447e-68,2.0347262976561513e-77,3.488570361730987e-10,1.0224895793236765e-58,4.169875613443851e-30,4.751084734643237e-77,2.2816349941232437e-80,5.615802414928389e-45,5.148689770296832e-57,1.231429304867435e-111,1.251732613868044e-66,2.251699861601902e-42,8.2750701359455e-21,2.7146156526302315e-20,2.925872822394442e-30,8.10123732646577e-97,2.407243855879497e-61,7.579106395855596e-66,6.875434691940269e-76,6.564401771884466e-39,5.036806720937723e-41,1.207609593062951e-69,4.3106511764741825e-77
2.94131888381773e-16,0.0005284065757894736,0.1557,0.0,0.0015550994230982308,0.6423999996595403,0.2018999995514696,1.5447145087332412e-52,1.4225812592661257e-76,4.690167436593853e-42,1.0300564932243607e-85,2.854721144236193e-64,4.462770544608284e-85,6.809197530256499e-10,1.5907660287815273e-40,6.8712702167305786e-68,1.4284574028358408e-76,4.4853043683793015e-10,5.1024035917756145e-58,8.843332882471277e-30,3.3276210440025125e-76,1.614929555196998e-79,1.902395097968761e-44,2.6276933420638815e-56,1.411595267463839e-110,8.95033586582345e-66,9.295549334261231e-42,1.0639375052468444e-20,4.4349163098899287e-20,7.731662128727958e-30,8.377108732727735e-96,1.2297697409923643e-60,4.670496507446736e-65,5.702495767834078e-75,2.7098277890104215e-38,1.6837215221256842e-40,8.621450936045888e-69,4.015492826134345e-76
4.248571724917874e-16,0.0005284065757894736,0.1557,0.0,0.0015550989211207946,0.642399999508225,0.20189999935212283,2.5577403308721905e-51,6.210617160697208e-75,7.735603887060543e-41,1.259008083287994e-83,1.290083397553992e-62,5.0044502762143944e-83,9.835504403571709e-10,1.0703624963915863e-39,1.1327357397769053e-66,6.236268269227959e-75,6.478771858433855e-10,8.343530173541897e-57,2.751016391147381e-29,1.4334568024579428e-74,7.104357136032962e-78,1.325647960396201e-43,4.4620700974009084e-55,5.1545149101056e-108,4.044766238012065e-64,9.552035581809213e-41,1.5367983739882178e-20,9.11924224861812e-20,3.4042641547941545e-29,1.66412779348785e-93,2.0960055702690603e-59,1.3085005047994612e-63,4.421169765778804e-73,2.784214253424225e-37,1.1658828522122361e-39,3.4725453257666145e-67,4.609513900146986e-74
6.863077407118161e-16,0.0005284065757894736,0.1557,0.0,0.0015550979171667174,0.6423999992055947,0.20189999895342953,1.0156498993535518e-49,7.7256222891761e-73,3.069615222524684e-39,4.844155848783479e-81,1.6681182619052722e-60,1.7115560671974612e-80,1.5888112286028726e-09,1.3390142927664103e-38,4.453990667335947e-65,7.757523087697857e-73,1.0465704745608256e-09,3.2026535319099303e-55,1.2736931276918659e-28,1.720433799477804e-72,8.924126916310342e-76,1.7779432760386592e-42,1.8225179651262313e-53,6.390240828185506e-105,5.230009501495653e-62,1.9969606215304382e-39,2.482519653222016e-20,2.3307913741320154e-19,2.375643699684151e-28,1.1679361209986097e-90,8.636159196249831e-58,1.0343513040829287e-61,1.1151359896497545e-70,5.8188111468251754e-36,1.5387103549296102e-38,3.868056224041972e-65,1.63907347438766e-71
1.2092088771518737e-15,0.0005284065757894736,0.1557,0.0,0.0015550959092617456,0.642399998600335,0.20189999815604376,6.541274990882508e-48,1.940996302651573e-70,1.9756193630359154e-37,3.7101823226411693e-78,4.616454784872109e-58,2.2238838700798243e-77,2.7993304592464183e-09,2.4466031887199018e-37,3.1917817525171187e-63,1.9490072606871518e-70,1.8439562148414602e-09,2.0344467751416994e-53,8.746492707522325e-28,3.7453321468606446e-70,2.0155786366641222e-73,4.116056587850423e-41,1.4387220032005182e-51,1.7237012583436006e-101,1.4473855325878478e-59,6.512429093497992e-38,4.373960378711633e-20,6.97872146882241e-19,2.2506176636628052e-27,1.851105403375746e-87,6.938250343212493e-56,1.6201516912531931e-59,6.138646269336198e-68,1.8963375724329905e-34,3.097846098135114e-37,1.2042673400572312e-62,1.7805899807251048e-68
2.255011150031989e-15,0.0005284065757894736,0.1557,0.0,0.0015550918934645341,0.6423999973898205,0.20189999656127564,5.225226141334622e-46,9.627764966216577e-68,1.5760213213631445e-35,3.9194683190629547e-75,2.3390547485746734e-55,6.310898223888049e-74,5.220359535572771e-09,5.240583314355585e-36,4.255102434864097e-61,9.667462926909814e-68,3.4387243468820813e-09,1.6187126903671893e-51,9.121587345022307e-27,1.0612803179006417e-67,5.9923644681926454e-71,1.5650809166161246e-39,1.9584462996606135e-49,6.790216924941196e-98,7.333579903001106e-57,2.6111460389603384e-36,8.156834497807062e-20,2.2681625271948113e-18,2.4379680369450423e-26,4.0977665616722036e-84,9.773772710549758e-54,4.3960457070164376e-57,6.2060299990239696e-65,7.593066298465316e-33,7.851729353838448e-36,6.356016937575503e-60,3.4516080134503948e-65
3.300813422912104e-15,0.0005284065757894736,0.1557,0.0,0.001555087877684301,0.6423999961793121,0.20189999496651198,3.931802687922166e-45,1.1861064174343177e-66,1.1853616287971085e-34,5.136280607860758e-74,2.8014250721276726e-54,8.731575304016388e-73,7.641376096562551e-09,2.5566565580147473e-35,4.036202460560384e-60,1.1909960586914733e-66,5.033488014351004e-09,1.2222298923434523e-50,3.639508325515888e-26,1.0875376020940726e-66,6.192890905681821e-70,1.0142315102261887e-38,1.7901944859189136e-48,1.0848576448834675e-96,8.783238024538835e-56,1.6430800694413625e-35,1.193969884108897e-19,4.596223660751591e-18,9.221324099095098e-26,5.989919127817064e-83,9.019358471676515e-53,4.5858106268159785e-56,8.246296792123829e-64,4.7754478780687784e-32,4.1997366278492906e-35,7.479994521914952e-59,5.037788262720798e-64
4.3466156957922195e-15,0.0005284065757894736,0.1557,0.0,0.0015550838619210494,0.6423999949688102,0.20189999337175274,1.7992726988180813e-44,1.1356944953138551e-65,5.422206075153199e-34,4.2528635825059544e-73,2.137864520489203e-53,1.60312916349335e-71,1.0062380139340314e-08,8.060697739870471e-35,3.3402936810368344e-59,1.140375928478373e-65,6.628247217382035e-09,5.753745672695682e-50,1.0256394244058245e-25,6.976604612431994e-66,3.943555515186398e-69,4.275014255471445e-38,1.0435986739660487e-47,1.1075621679228704e-95,6.702793208607556e-55,6.559810441878584e-35,1.5722553408598575e-19,7.561656652138988e-18,2.385058393941319e-25,6.594628805944108e-82,5.2962434371979945e-52,2.9287184373956886e-55,6.835350382740255e-63,1.9056391244765326e-31,1.462050818354833e-34,8.709046714526355e-58,6.400868314625646e-63
5.392417968672334e-15,0.0005284065757894736,0.1557,0.0,0.0015550798461747822,0.6423999937583144,0.201899991776998,6.220420545796418e-44,9.125535533173642e-65,1.873777091856071e-33,2.719152412534977e-72,1.2695576598819643e-52,2.160651921450888e-70,1.2483371660931731e-08,1.9980710883077362e-34,2.158087795502553e-58,9.163149284317154e-65,8.223001956093173e-09,2.0548098465413777e-49,2.3677278084528656e-25,3.4076928488024384e-65,1.8933715990177693e-68,1.4084862842381067e-37,4.7055768717338e-47,8.86214627159021e-95,3.9804124064485064e-54,2.006060583738952e-34,1.950539820037721e-19,1.1058489201375103e-17,4.9837491911127445e-25,7.01533523505583e-81,2.4040213687794332e-51,1.4266730447137328e-54,4.357888788261075e-62,5.824823004310129e-31,4.004131672668732e-34,7.065014750221002e-57,6.454353469263005e-62
7.484022514432565e-15,0.0005284065757894736,0.1557,0.0,0.001555071814733212,0.6423999913373416,0.20189998858750188,4.482484389241738e-43,4.672996034562416e-63,1.3489494902288517e-32,7.899080358389958e-71,3.219030628198896e-51,2.157414415503307e-68,1.7325317129524632e-08,7.930974404127903e-34,5.014969048555843e-57,4.6922534495079497e-63,1.1412498040904637e-08,1.577898793308642e-48,8.660703197284042e-25,5.1385941056310165e-64,2.7070643462072254e-67,9.717277965703699e-37,6.253443369746897e-46,4.547858188381908e-93,1.0092546289425453e-52,1.1349438570564528e-33,2.7071058456892975e-19,1.9341221000876077e-17,1.4842002366734711e-24,8.575311632088241e-79,3.244833177330471e-50,2.2287157066539215e-53,1.2721657299026082e-60,3.2916516286781874e-30,1.928041297917493e-33,2.2795691656491765e-55,4.717358482363436e-60
9.575627060192795e-15,0.0005284065757894736,0.1557,0.0,0.0015550637833596154,0.6423999889163939,0.20189998539802367,1.8538517920552035e-42,4.11574079011145e-62,5.574709526383124e-32,6.354320698829414e-70,2.4729826209777555e-50,3.050936638082158e-67,2.2167212478480912e-08,2.208753489005471e-33,3.771571244308605e-56,4.132695580067786e-62,1.4601976269516215e-08,6.639402261591485e-48,2.310948009585137e-24,3.0085739142291507e-63,1.5763776708610257e-66,3.905597720148393e-36,3.511257522690648e-45,4.848741811324845e-92,7.753480615382691e-52,3.969951372917204e-33,3.4636679610963794e-19,2.88524184189535e-17,3.3073832041360247e-24,1.1109420465393482e-77,1.847233869664054e-49,1.4196411654757425e-52,1.0647899009463752e-59,1.1502738676968341e-29,6.178704863776533e-33,1.9491253936928832e-54,4.566086346042891e-59
1.1667231605953024e-14,0.0005284065757894736,0.1557,0.0,0.0015550557520540174,0.6423999864954714,0.20189998220856328,5.843171939940744e-42,2.812776051017463e-61,1.755707257429258e-31,3.577117754885179e-69,1.3470088897944238e-49,2.964144118625476e-66,2.7009057682680354e-08,5.0049193531839934e-33,2.05886283298669e-55,2.82436146404018e-61,1.7791436642526557e-08,2.1204380643249844e-47,5.100635448980515e-24,1.2759005806624834e-62,6.734822400170399e-66,1.2108400297972491e-35,1.447141904963299e-44,3.613089131733713e-91,4.22324331250419e-51,1.0791994838520032e-32,4.2202261662934145e-19,3.915176220945123e-17,6.172316456598946e-24,1.1523376674299101e-76,7.713733553620406e-49,6.519306935456444e-52,6.469322448303142e-59,3.123778781565286e-29,1.579691419754722e-32,1.196462884291163e-53,3.4859319355158236e-58
1.3758836151713254e-14,0.0005284065757894736,0.1557,0.0,0.0015550477208164431,0.6423999840745739,0.20189997901912074,1.5568448567655875e-41,1.659228213710851e-60,4.67377032310255e-31,1.6832172350845886e-68,6.1730885764022586e-49,2.2745516877866697e-65,3.1850852717214776e-08,9.87068694121028e-33,8.987684326263435e-55,1.6660612499018021e-60,2.0980879160350787e-08,5.722361704331948e-47,9.883993587311939e-24,4.5463183413639755e-62,2.4144670505348553e-65,3.197224713192738e-35,5.042179286865756e-44,2.224199884687609e-90,1.9354330357944e-50,2.488307460864092e-32,4.976780461314525e-19,4.998431378718132e-17,1.0209115784252098e-23,9.73356385302927e-76,2.7231757585021313e-48,2.507746140950685e-51,3.283918113504161e-58,7.194291193523231e-29,3.4753761565419706e-32,5.8495691354095e-53,2.2918022797244403e-57
1.7942045243233713e-14,0.0005284065757894736,0.1557,0.0,0.0015550316585454618,0.6423999792328541,0.20189997264028928,8.621221828308994e-41,7.981391528704765e-59,2.5794190582923228e-30,5.086713973758939e-67,1.7790411540559262e-47,1.8165097221004616e-63,4.1534292181724844e-08,2.898432121824144e-32,1.3147860701341084e-53,8.014154101697497e-59,2.7359710631513793e-08,3.1663610786197197e-46,2.8405544094381893e-23,5.02574455010556e-61,2.924915653022466e-64,1.7130299044238827e-34,5.427914120107383e-43,2.327653334407826e-88,5.57778327655031e-49,9.697543992664196e-32,6.489877320959969e-19,7.285458642433719e-17,2.2085605934289854e-23,9.028303796788717e-74,3.1806162339350233e-47,4.3559490362081855e-50,1.649811862765077e-56,2.793864211597693e-28,1.2595976123109593e-31,1.1268606549512358e-51,1.5240669951910194e-55
2.1706933425602127e-14,0.0005284065757894736,0.1557,0.0,0.0015550172027344606,0.6423999748753924,0.20189996689940198,2.6889389490406593e-40,5.571741730300339e-58,8.026806844723611e-30,3.079998669314811e-66,1.070865512154541e-46,1.736320620025237e-62,5.024921587780184e-08,6.115184261012881e-32,6.697545204658103e-53,5.5945962909567906e-58,3.310059789352927e-08,9.903261785619178e-46,5.928784208862069e-23,2.1712536093472678e-60,1.3182161637080903e-63,5.2869323927606315e-34,2.3329529663846543e-42,1.88861148433805e-87,3.357457882240726e-48,2.4604540313942526e-31,7.851651122170683e-19,9.412152932882656e-17,3.738953998863004e-23,8.376650512797527e-73,1.4187784760391724e-46,2.2159800565986996e-49,1.1521947645490395e-55,7.069157653511604e-28,3.07197246018449e-31,6.518288586995974e-51,1.1752083766153981e-54
2.547182160797054e-14,0.0005284065757894736,0.1557,0.0,0.0015550027471442315,0.642399970518012,0.20189996115857253,6.815064472630057e-40,2.708915590906337e-57,2.0297727982177156e-29,1.3138821733988744e-65,4.5611804021077585e-46,1.0449279831426973e-61,5.896397664901421e-08,1.1243135245051464e-31,2.5794345088943252e-52,2.7200153481455776e-57,3.884142730839806e-08,2.5203782446406182e-45,1.082573874843027e-22,7.080305946518269e-60,4.4888028476341334e-63,1.3342261183060156e-33,7.609082839679395e-42,1.0115670055181586e-86,1.4300554945117515e-47,5.267192486936678e-31,9.213412254926063e-19,1.156632802346998e-16,5.712084475385455e-23,4.862797983625351e-72,4.808258703361409e-46,8.429205564878436e-49,5.557700956588756e-55,1.5092437291904086e-27,6.391506018256914e-31,2.788186551448684e-50,6.151370846076908e-54
2.9236709790338956e-14,0.0005284065757894736,0.1557,0.0,0.001554988291774913,0.6423999661607133,0.20189995541780098,1.4951073564158677e-39,1.071582855233153e-56,4.443139031442864e-29,4.586803190552459e-65,1.592827227895831e-45,5.206187088879378e-61,6.767857435443234e-08,1.8767055921093348e-31,8.0879915268622e-52,1.0759701462802148e-56,4.458219887727157e-08,5.562108900803785e-45,1.7985341535995531e-22,1.9465693997701343e-59,1.2784292241372324e-62,2.9273431038632823e-33,2.0938286664214022e-41,4.37682883158068e-86,4.99395140822035e-47,1.0010653133211136e-30,1.057516071941971e-18,1.3732975953465726e-16,8.128849583184028e-23,2.364464842519695e-71,1.3673337550846885e-45,2.61319827041001e-48,2.1773121600142912e-54,2.8607515218518083e-27,1.1887358740271597e-30,9.674606532475822e-50,2.628677021806501e-53
3.6766486155075784e-14,0.0005284065757894736,0.1557,0.0,0.0015549593816995722,0.6423999574463604,0.20189994393643132,5.544290548143989e-39,1.4121879511856491e-55,1.6390290487518976e-28,4.619195432456697e-64,1.6160717105746474e-44,1.0992886046608561e-59,8.510728000401048e-08,4.294308038851036e-31,5.751137619137737e-51,1.4179499596524512e-55,5.606356848071171e-08,2.080508216640414e-44,4.0909288552583576e-22,1.1039882553676504e-58,7.975557566932009e-62,1.0863471047183867e-32,1.1975950844635842e-40,8.360620211804102e-85,5.0668292554312656e-46,2.8643990903671023e-30,1.3298619644397368e-18,1.8090256623360278e-16,1.4289964466294824e-22,4.8406566856459735e-70,8.549830433642796e-45,1.9785635141947824e-47,3.01564191149054e-53,8.137456715468657e-27,3.2938298997965164e-30,8.518132386147249e-49,4.2232682379208895e-52
4.429626251981261e-14,0.0005284065757894736,0.1557,0.0,0.0015549304725095596,0.6423999487323345,0.20189993245529303,1.5535406343794878e-38,8.621846474081482e-55,4.570797914347207e-28,2.4483803791963245e-63,8.620342676584418e-44,8.68151468806761e-59,1.0253533169871929e-07,8.2502676032422e-31,2.533263682622071e-50,8.656948113436232e-55,6.75447067111349e-08,5.870571900692365e-44,7.831489620255147e-22,4.138877781092274e-58,3.215601608501603e-61,3.051558304469048e-32,4.526169102319749e-40,6.025935777713747e-84,2.7027145014421236e-45,6.580149614919927e-30,1.6022027898655691e-18,2.2454819881700703e-16,2.22086814188649e-22,3.623866363770397e-69,3.4585717215131923e-44,8.985194158179668e-47,1.892576421627209e-52,1.858800457402709e-26,7.405176390779613e-30,4.324023037872597e-48,2.837535682367327e-51
5.935581524928627e-14,0.0005284065757894736,0.1557,0.0,0.001554872656790001,0.642399931305266,0.2018999094937106,7.922889621213418e-38,2.0899586162700065e-53,2.303769140812482e-27,4.301102608776757e-62,1.5489988735389e-42,3.496216963217665e-57,1.37389468712351e-07,2.231008247704592e-30,2.8008919071398037e-49,2.0983899411607244e-53,9.050628908040205e-08,3.0060508386936735e-43,2.1092809552572562e-21,3.434212764032161e-57,3.250510275063903e-60,1.5541395627560725e-31,3.838516160060106e-39,2.402662896132368e-82,4.856537470630657e-44,2.3847445858434324e-29,2.1468692401236792e-18,3.1196984163216e-16,4.330268681090943e-22,1.3725313684463574e-67,3.515806358085824e-43,1.1480796737017319e-45,5.303536902980811e-51,6.651803245666246e-26,2.607845418536811e-29,6.386861744953235e-47,8.463037396768424e-50
7.441536797875993e-14,0.0005284065757894736,0.1557,0.0,0.0015548148446252036,0.6423999138795123,0.20189988653305352,2.6257509228366313e-37,1.5896316343393543e-52,7.561788574823253e-27,2.8103554816969834e-61,1.0223852903201077e-41,3.4733202406935184e-56,1.722409763742849e-07,4.711728808615105e-30,1.5114921348927328e-48,1.5960176245721828e-52,1.1346694604067662e-07,1.0019149017760278e-42,4.4449761060044795e-21,1.5380875563324032e-56,1.6304176221619944e-59,5.166244697809175e-31,1.7397233919505014e-38,2.154706285259618e-81,3.205459060582131e-43,6.262250251492789e-29,2.691515423962022e-18,3.9931316853277625e-16,7.138133171482751e-22,1.2710055640125572e-66,1.7720430634944726e-42,6.384924996074215e-45,4.164799524391896e-50,1.7269337490786126e-25,6.733423158611908e-29,4.095754063939942e-46,7.095926213014227e-49
8.947492070823358e-14,0.0005284065757894736,0.1557,0.0,0.00155475703602413,0.6423998964550777,0.20189986357332185,6.828664199105277e-37,8.104019533550771e-52,1.9489964186266563e-26,1.256992295112732e-60,4.608523365676411e-41,2.265028152452998e-55,2.0708984566574702e-07,8.571929041986097e-30,5.797817810538698e-48,8.136462733289365e-52,1.364266776475474e-07,2.622720117619055e-42,8.07570398729961e-21,5.083127451026869e-56,5.887893114812803e-59,1.3501648363406108e-30,5.799663888476218e-38,1.2560024615056892e-80,1.4448988187762898e-42,1.3578367148272975e-28,3.2361413426294237e-18,4.866399541969843e-16,1.0641605773932485e-21,7.81177307214943e-66,6.438118547550753e-42,2.479036180397506e-44,2.151426693801667e-49,3.7039702205489813e-25,1.4435560120758486e-28,1.8146298475943656e-45,3.9621603624199116e-48
1.0453447343770724e-13,0.0005284065757894736,0.1557,0.0,0.001554699230995741,0.6423998790319666,0.20189984061451544,1.519180171692336e-36,3.264152290622772e-51,4.298134061176421e-26,4.5114815842476454e-60,1.6650669750694439e-40,1.1459817443387637e-54,2.4193606757050965e-07,1.4117297097100322e-29,1.791448968589125e-47,3.2771774433101916e-51,1.5938548395662353e-07,5.870929820457663e-42,1.3287799847714577e-20,1.3927611723576795e-55,1.7421658907614034e-58,3.0189191100837073e-30,1.6001602578361092e-37,5.768736663940933e-80,5.220442894998732e-42,2.5941781966907996e-28,3.780746997377933e-18,5.739907994632602e-16,1.484727644288251e-21,3.75524202274705e-65,1.916935393191215e-41,7.766692261471285e-44,8.759400316245036e-49,7.001269803484387e-25,2.7353511828536636e-28,6.38823530162748e-45,1.7415851864480844e-47
1.195940261671809e-13,0.0005284065757894736,0.1557,0.0,0.0015546414295489943,0.6423998616101839,0.2018998176566343,3.0262868933329074e-36,1.1055579633834118e-50,8.488023553490228e-26,1.3812835775082836e-59,5.127690669396289e-40,4.7517855964089635e-54,2.7677963307492617e-07,2.1653748761272844e-29,4.744551729063366e-47,1.109954995681736e-50,1.8234336502381243e-07,1.1757107001196415e-41,2.0367806035022726e-20,3.3257846637879105e-55,4.4706704588531e-58,6.0406450368420914e-30,3.844405792209654e-37,2.232678845647489e-79,1.6076720474356774e-41,4.528994231874832e-28,4.325332389462796e-18,6.613513578749215e-16,1.975252388744887e-21,1.4901310864892233e-64,4.948259971189968e-41,2.0914947214944015e-43,3.0057890991144046e-48,1.2094115292207844e-24,4.745531749750545e-28,1.9024460762941465e-44,6.399379103235657e-47
